pregunta,respuesta
bearing cloth,a cloth with which a child is covered when carried to be baptized.
bearing rein,a short rein looped over the check hook or the hames to keep the horse's head up; -- called in the united states a checkrein.
bearish,partaking of the qualities of a bear; resembling a bear in temper or manners.
bearishness,behavior like that of a bear.
bearn,see bairn.
bearskin,"the skin of a bear.-a coarse, shaggy, woolen cloth for overcoats.-a cap made of bearskin, esp. one worn by soldiers."
bearward,a keeper of bears. see bearherd.
beast,"any living creature; an animal; -- including man, insects, etc.-any four-footed animal, that may be used for labor, food, or sport; as, a beast of burden.-as opposed to man: any irrational animal.-fig.: a coarse, brutal, filthy, or degraded fellow.-a game at cards similar to loo.-a penalty at beast, omber, etc. hence: to be beasted, to be beaten at beast, omber, etc."
beasthood,state or nature of a beast.
beastings,see biestings.
beastlihead,beastliness.
beastlike,like a beast.
beastliness,the state or quality of being beastly.
beastly,"pertaining to, or having the form, nature, or habits of, a beast.-characterizing the nature of a beast; contrary to the nature and dignity of man; brutal; filthy.-abominable; as, beastly weather."
beat,"of beat-of beat-to strike repeatedly; to lay repeated blows upon; as, to beat one's breast; to beat iron so as to shape it; to beat grain, in order to force out the seeds; to beat eggs and sugar; to beat a drum.-to punish by blows; to thrash.-to scour or range over in hunting, accompanied with the noise made by striking bushes, etc., for the purpose of rousing game.-to dash against, or strike, as with water or wind.-to tread, as a path.-to overcome in a battle, contest, strife, race, game, etc.; to vanquish or conquer; to surpass.-to cheat; to chouse; to swindle; to defraud; -- often with out.-to exercise severely; to perplex; to trouble.-to give the signal for, by beat of drum; to sound by beat of drum; as, to beat an alarm, a charge, a parley, a retreat; to beat the general, the reveille, the tattoo. see alarm, charge, parley, etc.-to strike repeatedly; to inflict repeated blows; to knock vigorously or loudly.-to move with pulsation or throbbing.-to come or act with violence; to dash or fall with force; to strike anything, as, rain, wind, and waves do.-to be in agitation or doubt.-to make progress against the wind, by sailing in a zigzag line or traverse.-to make a sound when struck; as, the drums beat.-to make a succession of strokes on a drum; as, the drummers beat to call soldiers to their quarters.-to sound with more or less rapid alternations of greater and less intensity, so as to produce a pulsating effect; -- said of instruments, tones, or vibrations, not perfectly in unison.-a stroke; a blow.-a recurring stroke; a throb; a pulsation; as, a beat of the heart; the beat of the pulse.-the rise or fall of the hand or foot, marking the divisions of time; a division of the measure so marked. in the rhythm of music the beat is the unit.-a transient grace note, struck immediately before the one it is intended to ornament.-a sudden swelling or reenforcement of a sound, recurring at regular intervals, and produced by the interference of sound waves of slightly different periods of vibrations; applied also, by analogy, to other kinds of wave motions; the pulsation or throbbing produced by the vibrating together of two tones not quite in unison. see beat, v. i., 8.-a round or course which is frequently gone over; as, a watchman's beat.-a place of habitual or frequent resort.-a cheat or swindler of the lowest grade; -- often emphasized by dead; as, a dead beat.-weary; tired; fatigued; exhausted."
beaten,"of beat-made smooth by beating or treading; worn by use.-vanquished; conquered; baffled.-exhausted; tired out.-become common or trite; as, a beaten phrase.-tried; practiced."
beater,"one who, or that which, beats.-a person who beats up game for the hunters."
beath,"to bathe; also, to dry or heat, as unseasoned wood."
beatific,alt. of beatifical
beatifical,having the power to impart or complete blissful enjoyment; blissful.
beatificate,to beatify.
beatification,"the act of beatifying, or the state of being beatified; esp., in the r. c. church, the act or process of ascertaining and declaring that a deceased person is one of ""the blessed,"" or has attained the second degree of sanctity, -- usually a stage in the process of canonization."
beatified,of beatify
beatify,"to pronounce or regard as happy, or supremely blessed, or as conferring happiness.-to make happy; to bless with the completion of celestial enjoyment.-to ascertain and declare, by a public process and decree, that a deceased person is one of ""the blessed"" and is to be reverenced as such, though not canonized."
beatifying,of beatify
beating,"of beat-the act of striking or giving blows; punishment or chastisement by blows.-pulsation; throbbing; as, the beating of the heart.-pulsative sounds. see beat, n.-the process of sailing against the wind by tacks in zigzag direction."
beatitude,"felicity of the highest kind; consummate bliss.-any one of the nine declarations (called the beatitudes), made in the sermon on the mount (matt. v. 3-12), with regard to the blessedness of those who are distinguished by certain specified virtues.-beatification."
beau,"a man who takes great care to dress in the latest fashion; a dandy.-a man who escorts, or pays attentions to, a lady; an escort; a lover."
beau ideal,"a conception or image of consummate beauty, moral or physical, formed in the mind, free from all the deformities, defects, and blemishes seen in actual existence; an ideal or faultless standard or model."
beau monde,the fashionable world; people of fashion and gayety.
beaucatcher,a small flat curl worn on the temple by women.
beaufet,"a niche, cupboard, or sideboard for plate, china, glass, etc.; a buffet."
beaufin,see biffin.
beauish,like a beau; characteristic of a beau; foppish; fine.
beaupere,a father.-a companion.
beaus,of beau
beauseant,the black and white standard of the knights templars.
beauship,the state of being a beau; the personality of a beau.
beauteous,full of beauty; beautiful; very handsome.
beautie,of beauty
beautied,beautiful; embellished.
beautified,of beautify
beautifier,"one who, or that which, beautifies or makes beautiful."
beautiful,having the qualities which constitute beauty; pleasing to the sight or the mind.
beautify,to make or render beautiful; to add beauty to; to adorn; to deck; to grace; to embellish.-to become beautiful; to advance in beauty.
beautifying,of beautify
beautiless,destitute of beauty.
beauty,"an assemblage or graces or properties pleasing to the eye, the ear, the intellect, the aesthetic faculty, or the moral sense.-a particular grace, feature, ornament, or excellence; anything beautiful; as, the beauties of nature.-a beautiful person, esp. a beautiful woman.-prevailing style or taste; rage; fashion."
beaux,of beau-pl. of beau.-of bel-esprit
beauxite,"a ferruginous hydrate of alumina. it is largely used in the preparation of aluminium and alumina, and for the lining of furnaces which are exposed to intense heat.-see bauxite."
beaver,"an amphibious rodent, of the genus castor.-the fur of the beaver.-a hat, formerly made of the fur of the beaver, but now usually of silk.-beaver cloth, a heavy felted woolen cloth, used chiefly for making overcoats.-that piece of armor which protected the lower part of the face, whether forming a part of the helmet or fixed to the breastplate. it was so constructed (with joints or otherwise) that the wearer could raise or lower it to eat and drink."
beavered,"covered with, or wearing, a beaver or hat."
beaverteen,"a kind of fustian made of coarse twilled cotton, shorn after dyeing."
bebeerine,alt. of bebirine
bebirine,"an alkaloid got from the bark of the bebeeru, or green heart of guiana (nectandra rodioei). it is a tonic, antiperiodic, and febrifuge, and is used in medicine as a substitute for quinine."
bebleed,to make bloody; to stain with blood.
beblood,alt. of bebloody
bebloody,to make bloody; to stain with blood.
beblot,to blot; to stain.
beblubber,"to make swollen and disfigured or sullied by weeping; as, her eyes or cheeks were beblubbered."
becalm,"to render calm or quiet; to calm; to still; to appease.-to keep from motion, or stop the progress of, by the stilling of the wind; as, the fleet was becalmed."
becalmed,of becalm
becalming,of becalm
became,imp. of become.-of become
becard,a south american bird of the flycatcher family. (tityra inquisetor).
because,by or for the cause that; on this account that; for the reason that.-in order that; that.
beccabunga,see brooklime.
beccafico,"a small bird. (silvia hortensis), which is highly prized by the italians for the delicacy of its flesh in the autumn, when it has fed on figs, grapes, etc."
beccaficos,of beccafico
bechamel,"a rich, white sauce, prepared with butter and cream."
bechance,by chance; by accident.-to befall; to chance; to happen to.
becharm,to charm; to captivate.
beche de mer,the trepang.
bechic,"pertaining to, or relieving, a cough.-a medicine for relieving coughs."
beck,"see beak.-a small brook.-a vat. see back.-to nod, or make a sign with the head or hand.-to notify or call by a nod, or a motion of the head or hand; to intimate a command to.-a significant nod, or motion of the head or hand, esp. as a call or command."
becked,of beck
becker,a european fish (pagellus centrodontus); the sea bream or braise.
becket,"a small grommet, or a ring or loop of rope / metal for holding things in position, as spars, ropes, etc.; also a bracket, a pocket, or a handle made of rope.-a spade for digging turf."
becking,of beck
beckon,"to make a significant sign to; hence, to summon, as by a motion of the hand.-a sign made without words; a beck."
beckoned,of beckon
beckoning,of beckon
beclap,to catch; to grasp; to insnare.
beclip,to embrace; to surround.
beclipped,of beclip
becloud,to cause obscurity or dimness to; to dim; to cloud.
beclouded,of becloud
beclouding,of becloud
become,"of become-to pass from one state to another; to enter into some state or condition, by a change from another state, or by assuming or receiving new properties or qualities, additional matter, or a new character.-to come; to get.-to suit or be suitable to; to be congruous with; to befit; to accord with, in character or circumstances; to be worthy of, or proper for; to cause to appear well; -- said of persons and things."
becomed,proper; decorous.
becoming,of become-appropriate or fit; congruous; suitable; graceful; befitting.-that which is becoming or appropriate.
becomingly,in a becoming manner.
becomingness,"the quality of being becoming, appropriate, or fit; congruity; fitness."
becripple,to make a cripple of; to cripple; to lame.
becuna,a fish of the mediterranean (sphyraena spet). see barracuda.
becurl,to curl; to adorn with curls.
bed,"an article of furniture to sleep or take rest in or on; a couch. specifically: a sack or mattress, filled with some soft material, in distinction from the bedstead on which it is placed (as, a feather bed), or this with the bedclothes added. in a general sense, any thing or place used for sleeping or reclining on or in, as a quantity of hay, straw, leaves, or twigs.-(used as the symbol of matrimony) marriage.-a plat or level piece of ground in a garden, usually a little raised above the adjoining ground.-a mass or heap of anything arranged like a bed; as, a bed of ashes or coals.-the bottom of a watercourse, or of any body of water; as, the bed of a river.-a layer or seam, or a horizontal stratum between layers; as, a bed of coal, iron, etc.-see gun carriage, and mortar bed.-the horizontal surface of a building stone; as, the upper and lower beds.-a course of stone or brick in a wall.-the place or material in which a block or brick is laid.-the lower surface of a brick, slate, or tile.-the foundation or the more solid and fixed part or framing of a machine; or a part on which something is laid or supported; as, the bed of an engine.-the superficial earthwork, or ballast, of a railroad.-the flat part of the press, on which the form is laid.-to place in a bed.-to make partaker of one's bed; to cohabit with.-to furnish with a bed or bedding.-to plant or arrange in beds; to set, or cover, as in a bed of soft earth; as, to bed the roots of a plant in mold.-to lay or put in any hollow place, or place of rest and security, surrounded or inclosed; to embed; to furnish with or place upon a bed or foundation; as, to bed a stone; it was bedded on a rock.-to dress or prepare the surface of stone) so as to serve as a bed.-to lay flat; to lay in order; to place in a horizontal or recumbent position.-to go to bed; to cohabit."
bed rock,the solid rock underlying superficial formations.  also fig.
bed screw,"a form of jack screw for lifting large bodies, and assisting in launching.-a long screw formerly used to fasten a bedpost to one of the adjacent side pieces."
bed steps,steps for mounting a bed of unusual height.
bed-molding,alt. of bed-moulding
bed-moulding,the molding of a cornice immediately below the corona.
bedabble,to dabble; to sprinkle or wet.
bedabbled,of bedabble
bedabbling,of bedabble
bedaff,to make a daff or fool of.
bedagat,the sacred books of the buddhists in burmah.
bedaggle,to daggle.
bedash,to wet by dashing or throwing water or other liquid upon; to bespatter.
bedashed,of bedash
bedashing,of bedash
bedaub,to daub over; to besmear or soil with anything thick and dirty.
bedaubed,of bedaub
bedaubing,of bedaub
bedazzle,to dazzle or make dim by a strong light.
bedazzled,of bedazzle
bedazzling,of bedazzle
bedbug,"a wingless, bloodsucking, hemipterous insect (cimex lectularius), sometimes infesting houses and especially beds.  see illustration in appendix."
bedchair,"a chair with adjustable back, for the sick, to support them while sitting up in bed."
bedchamber,a chamber for a bed; an apartment form sleeping in.
bedclothes,"blankets, sheets, coverlets, etc., for a bed."
bedcord,a cord or rope interwoven in a bedstead so as to support the bed.
bedded,"of bed-provided with a bed; as, double-bedded room; placed or arranged in a bed or beds."
bedding,"of bed-a bed and its furniture; the materials of a bed, whether for man or beast; bedclothes; litter.-the state or position of beds and layers."
bede,"to pray; also, to offer; to proffer.-a kind of pickax."
bedeck,"to deck, ornament, or adorn; to grace."
bedecked,of bedeck
bedecking,of bedeck
bedegar,"a gall produced on rosebushes, esp. on the sweetbrier or eglantine, by a puncture from the ovipositor of a gallfly (rhodites rosae). it was once supposed to have medicinal properties."
bedeguar,alt. of bedegar
bedehouse,an almshouse for poor people who pray daily for their benefactors.-same as beadhouse.
bedel,alt. of bedell
bedell,same as beadle.
bedelry,beadleship.
beden,the abyssinian or arabian ibex (capra nubiana). it is probably the wild goat of the bible.
bedesman,"a poor man, supported in a beadhouse, and required to pray for the soul of its founder; an almsman.-same as beadsman."
bedeswoman,fem. of beadsman.
bedevil,"to throw into utter disorder and confusion, as if by the agency of evil spirits; to bring under diabolical influence; to torment.-to spoil; to corrupt."
bedeviling,of bedevil
bedevilled,of bedevil
bedevilling,of bedevil
bedevilment,the state of being bedeviled; bewildering confusion; vexatious trouble.
bedew,"to moisten with dew, or as with dew."
bedewed,of bedew
bedewer,"one who, or that which, bedews."
bedewing,of bedew
bedewy,moist with dew; dewy.
bedfellow,one who lies with another in the same bed; a person who shares one's couch.
bedfere  bedphere,a bedfellow.
bedgown,a nightgown.
bedight,of bedight-to bedeck; to array or equip; to adorn.
bedighted,of bedight
bedim,to make dim; to obscure or darken.
bedimmed,of bedim
bedimming,of bedim
bedizen,to dress or adorn tawdrily or with false taste.
bedizenment,"that which bedizens; the act of dressing, or the state of being dressed, tawdrily."
bedkey,an instrument for tightening the parts of a bedstead.
bedlam,"a place appropriated to the confinement and care of the insane; a madhouse.-an insane person; a lunatic; a madman.-any place where uproar and confusion prevail.-belonging to, or fit for, a madhouse."
bedlamite,an inhabitant of a madhouse; a madman.
bedmaker,one who makes beds.
bedote,to cause to dote; to deceive.
bedouin,"one of the nomadic arabs who live in tents, and are scattered over arabia, syria, and northern africa, esp. in the deserts.-pertaining to the bedouins; nomad."
bedpan,"a pan for warming beds.-a shallow chamber vessel, so constructed that it can be used by a sick person in bed."
bedphere,see bedfere.
bedpiece,alt. of bedplate
bedplate,"the foundation framing or piece, by which the other parts are supported and held in place; the bed; -- called also baseplate and soleplate."
bedpost,"one of the four standards that support a bedstead or the canopy over a bedstead.-anciently, a post or pin on each side of the bed to keep the clothes from falling off.  see bedstaff."
bedquilt,a quilt for a bed; a coverlet.
bedrabble,to befoul with rain and mud; to drabble.
bedraggle,"to draggle; to soil, as garments which, in walking, are suffered to drag in dust, mud, etc."
bedraggled,of bedraggle
bedraggling,of bedraggle
bedrench,to drench; to saturate with moisture; to soak.
bedrenched,of bedrench
bedrenching,of bedrench
bedribble,to dribble upon.
bedrid,alt. of bedridden
bedridden,confined to the bed by sickness or infirmity.
bedright  bedrite,the duty or privilege of the marriage bed.
bedrizzle,to drizzle upon.
bedroom,a room or apartment intended or used for a bed; a lodging room.-room in a bed.
bedrop,"to sprinkle, as with drops."
bedrug,to drug abundantly or excessively.
bedside,the side of a bed.
bedsite,a recess in a room for a bed.
bedsore,a sore on the back or hips caused by lying for a long time in bed.
bedspread,a bedquilt; a counterpane; a coverlet.
bedstaff,"""a wooden pin stuck anciently on the sides of the bedstead, to hold the clothes from slipping on either side."""
bedstaves,of bedstaff
bedstead,a framework for supporting a bed.
bedstock,the front or the back part of the frame of a bedstead.
bedstraw,"straw put into a bed.-a genus of slender herbs, usually with square stems, whorled leaves, and small white flowers."
bedswerver,one who swerves from and is unfaithful to the marriage vow.
bedtick,"a tick or bag made of cloth, used for inclosing the materials of a bed."
bedtime,the time to go to bed.
beduck,to duck; to put the head under water; to immerse.
beducked,of beduck
beduin,see bedouin.
bedung,"to cover with dung, as for manuring; to bedaub or defile, literally or figuratively."
bedunged,of bedung
bedust,"to sprinkle, soil, or cover with dust."
bedward,towards bed.
bedwarf,to make a dwarf of; to stunt or hinder the growth of; to dwarf.
bedwarfed,of bedwarf
bedye,to dye or stain.
bedyed,of bedye
bedyeing,of bedye
bee,"p. p. of be; -- used for been.-an insect of the order hymenoptera, and family apidae (the honeybees), or family andrenidae (the solitary bees.) see honeybee.-a neighborly gathering of people who engage in united labor for the benefit of an individual or family; as, a quilting bee; a husking bee; a raising bee.-pieces of hard wood bolted to the sides of the bowsprit, to reeve the fore-topmast stays through; -- called also bee blocks."
bee larkspur,(bot.) see larkspur.
bee line,"the shortest line from one place to another, like that of a bee to its hive when loaded with honey; an air line."
bee-eater,"a bird of the genus merops, that feeds on bees. the european species (m. apiaster) is remarkable for its brilliant colors.-an african bird of the genus rhinopomastes."
beebread,"a brown, bitter substance found in some of the cells of honeycomb. it is made chiefly from the pollen of flowers, which is collected by bees as food for their young."
beech,a tree of the genus fagus.
beech tree,the beech.
beechen,"consisting, or made, of the wood or bark of the beech; belonging to the beech."
beeches,of beech
beechnut,the nut of the beech tree.
beechy,of or relating to beeches.
beef,"an animal of the genus bos, especially the common species, b. taurus, including the bull, cow, and ox, in their full grown state; esp., an ox or cow fattened for food.-the flesh of an ox, or cow, or of any adult bovine animal, when slaughtered for food.-applied colloquially to human flesh.-of, pertaining to, or resembling, beef."
beef-witted,stupid; dull.
beefeater,"one who eats beef; hence, a large, fleshy person.-one of the yeomen of the guard, in england.-an african bird of the genus buphaga, which feeds on the larvae of botflies hatched under the skin of oxen, antelopes, etc. two species are known."
beefsteak,a steak of beef; a slice of beef broiled or suitable for broiling.
beefwood,"an australian tree (casuarina), and its red wood, used for cabinetwork; also, the trees stenocarpus salignus of new south wales, and banksia compar of queensland."
beefy,having much beef; of the nature of beef; resembling beef; fleshy.
beehive,a hive for a swarm of bees. also used figuratively.
beehouse,a house for bees; an apiary.
beeld,same as beild.
beelzebub,"the title of a heathen deity to whom the jews ascribed the sovereignty of the evil spirits; hence, the devil or a devil. see baal."
beem,a trumpet.
beemaster,one who keeps bees.
been,of be-the past participle of be. in old authors it is also the pr. tense plural of be. see 1st bee.
beer,"a fermented liquor made from any malted grain, but commonly from barley malt, with hops or some other substance to impart a bitter flavor.-a fermented extract of the roots and other parts of various plants, as spruce, ginger, sassafras, etc."
beeregar,sour beer.
beerhouse,a house where malt liquors are sold; an alehouse.
beeriness,beery condition.
beery,of or resembling beer; affected by beer; maudlin.
beestings,same as biestings.-the first milk given by a cow after calving.
beeswax,"the wax secreted by bees, and of which their cells are constructed."
beeswing,"the second crust formed in port and some other wines after long keeping. it consists of pure, shining scales of tartar, supposed to resemble the wing of a bee."
beet,"a biennial plant of the genus beta, which produces an edible root the first year and seed the second year.-the root of plants of the genus beta, different species and varieties of which are used for the table, for feeding stock, or in making sugar."
beet radish,same as beetrave.
beete,alt. of bete
beetle,"a heavy mallet, used to drive wedges, beat pavements, etc.-a machine in which fabrics are subjected to a hammering process while passing over rollers, as in cotton mills; -- called also beetling machine.-to beat with a heavy mallet.-to finish by subjecting to a hammering process in a beetle or beetling machine; as, to beetle cotton goods.-any insect of the order coleoptera, having four wings, the outer pair being stiff cases for covering the others when they are folded up. see coleoptera.-to extend over and beyond the base or support; to overhang; to jut."
beetle brow,an overhanging brow.
beetle-browed,"having prominent, overhanging brows; hence, lowering or sullen."
beetle-headed,dull; stupid.
beetled,of beetle
beetlehead,"a stupid fellow; a blockhead.-the black-bellied plover, or bullhead (squatarola helvetica). see plover."
beetlestock,the handle of a beetle.
beetling,of beetle
beetrave,the common beet (beta vulgaris).
beeve,a beef; a beef creature.
beeves,"plural of beef, the animal."
befall,to happen to.-to come to pass; to happen.
befallen,of befall
befalling,of befall
befell,of befall
befit,to be suitable to; to suit; to become.
befitted,of befit
befitting,of befit-suitable; proper; becoming; fitting.
befittingly,in a befitting manner; suitably.
beflatter,to flatter excessively.
beflower,"to besprinkle or scatter over with, or as with, flowers."
befog,to involve in a fog; -- mostly as a participle or part. adj.-hence: to confuse; to mystify.
befogged,of befog
befogging,of befog
befool,to fool; to delude or lead into error; to infatuate; to deceive.-to cause to behave like a fool; to make foolish.
befooled,of befool
befooling,of befool
before,"in front of; preceding in space; ahead of; as, to stand before the fire; before the house.-preceding in time; earlier than; previously to; anterior to the time when; -- sometimes with the additional idea of purpose; in order that.-an advance of; farther onward, in place or time.-prior or preceding in dignity, order, rank, right, or worth; rather than.-in presence or sight of; face to face with; facing.-under the cognizance or jurisdiction of.-open for; free of access to; in the power of.-on the fore part; in front, or in the direction of the front; -- opposed to in the rear.-in advance.-in time past; previously; already.-earlier; sooner than; until then."
beforehand,"in a state of anticipation ore preoccupation; in advance; -- often followed by with.-by way of preparation, or preliminary; previously; aforetime.-in comfortable circumstances as regards property; forehanded."
beforetime,formerly; aforetime.
befortune,to befall.
befoul,to make foul; to soil.-to entangle or run against so as to impede motion.
befouled,of befoul
befouling,of befoul
befriend,"to act as a friend to; to favor; to aid, benefit, or countenance."
befriended,of befriend
befriending,of befriend
befriendment,act of befriending.
befrill,to furnish or deck with a frill.
befringe,to furnish with a fringe; to form a fringe upon; to adorn as with fringe.
befuddle,"to becloud and confuse, as with liquor."
befuddled,of befuddle
beg,"a title of honor in turkey and in some other parts of the east; a bey.-to ask earnestly for; to entreat or supplicate for; to beseech.-to ask for as a charity, esp. to ask for habitually or from house to house.-to make petition to; to entreat; as, to beg a person to grant a favor.-to take for granted; to assume without proof.-to ask to be appointed guardian for, or to ask to have a guardian appointed for.-to ask alms or charity, especially to ask habitually by the wayside or from house to house; to live by asking alms."
bega,see bigha.
began,of begin
begat,of beget
begem,"to adorn with gems, or as with gems."
begemmed,of begem
begemming,of begem
beget,"to procreate, as a father or sire; to generate; -- commonly said of the father.-to get (with child.)-to produce as an effect; to cause to exist."
begetter,one who begets; a father.
begetting,of beget
beggable,capable of being begged.
beggar,"one who begs; one who asks or entreats earnestly, or with humility; a petitioner.-one who makes it his business to ask alms.-one who is dependent upon others for support; -- a contemptuous or sarcastic use.-one who assumes in argument what he does not prove.-to reduce to beggary; to impoverish; as, he had beggared himself.-to cause to seem very poor and inadequate."
beggar's lice,the prickly fruit or seed of certain plants (as some species of echinospermum and cynoglossum) which cling to the clothing of those who brush by them.
beggar's ticks,"the bur marigold (bidens) and its achenes, which are armed with barbed awns, and adhere to clothing and fleeces with unpleasant tenacity."
beggared,of beggar
beggarhood,"the condition of being a beggar; also, the class of beggars."
beggaring,of beggar
beggarism,beggary.
beggarliness,the quality or state of being beggarly; meanness.
beggarly,"in the condition of, or like, a beggar; suitable for a beggar; extremely indigent; poverty-stricken; mean; poor; contemptible.-produced or occasioned by beggary.-in an indigent, mean, or despicable manner; in the manner of a beggar."
beggary,the act of begging; the state of being a beggar; mendicancy; extreme poverty.-beggarly appearance.-beggarly.
begged,of beg
beggestere,a beggar.
begging,of beg
beghard,alt. of beguard
begild,to gild.
begilded,of begild
begilt,of begild
begin,"to have or commence an independent or first existence; to take rise; to commence.-to do the first act or the first part of an action; to enter upon or commence something new, as a new form or state of being, or course of action; to take the first step; to start.-to enter on; to commence.-to trace or lay the foundation of; to make or place a beginning of.-beginning."
beginner,one who begins or originates anything. specifically: a young or inexperienced practitioner or student; a tyro.
beginning,"of begin-the act of doing that which begins anything; commencement of an action, state, or space of time; entrance into being or upon a course; the first act, effort, or state of a succession of acts or states.-that which begins or originates something; the first cause; origin; source.-that which is begun; a rudiment or element.-enterprise."
begird,to bind with a band or girdle; to gird.-to surround as with a band; to encompass.
begirded,of begird
begirding,of begird
begirdle,to surround as with a girdle.
begirt,of begird-of begird-to encompass; to begird.
beglerbeg,"the governor of a province of the ottoman empire, next in dignity to the grand vizier."
begnaw,to gnaw; to eat away; to corrode.
begnawed,of begnaw
begnawn,of begnaw
begod,to exalt to the dignity of a god; to deify.
begodded,of begod
begone,go away; depart; get you gone.-surrounded; furnished; beset; environed (as in woe-begone).
begonia,"a genus of plants, mostly of tropical america, many species of which are grown as ornamental plants. the leaves are curiously one-sided, and often exhibit brilliant colors."
begore,to besmear with gore.
begot,of beget-of beget-imp. & p. p. of beget.
begotten,of beget-p. p. of beget.
begrave,"to bury; also, to engrave."
begrease,to soil or daub with grease or other oily matter.
begrime,to soil with grime or dirt deeply impressed or rubbed in.
begrimed,of begrime
begrimer,"one who, or that which, begrimes."
begriming,of begrime
begrudge,to grudge; to envy the possession of.
begrudged,of begrudge
begrudging,of begrudge
beguard,"one of an association of religious laymen living in imitation of the beguines. they arose in the thirteenth century, were afterward subjected to much persecution, and were suppressed by innocent x. in 1650.  called also beguins."
beguile,"to delude by guile, artifice, or craft; to deceive or impose on, as by a false statement; to lure.-to elude, or evade by craft; to foil.-to cause the time of to pass without notice; to relieve the tedium or weariness of; to while away; to divert."
beguiled,of beguile
beguilement,"the act of beguiling, or the state of being beguiled."
beguiler,"one who, or that which, beguiles."
beguiling,of beguile-alluring by guile; deluding; misleading; diverting.
beguin,see beghard.
beguinage,a collection of small houses surrounded by a wall and occupied by a community of beguines.
beguine,"a woman belonging to one of the religious and charitable associations or communities in the netherlands, and elsewhere, whose members live in beguinages and are not bound by perpetual vows."
begum,"in the east indies, a princess or lady of high rank."
begun,of begin-p. p. of begin.
behalf,advantage; favor; stead; benefit; interest; profit; support; defense; vindication.
behappen,to happen to.
behave,"to manage or govern in point of behavior; to discipline; to handle; to restrain.-to carry; to conduct; to comport; to manage; to bear; -- used reflexively.-to act; to conduct; to bear or carry one's self; as, to behave well or ill."
behaved,of behave
behaving,of behave
behavior,"manner of behaving, whether good or bad; mode of conducting one's self; conduct; deportment; carriage; -- used also of inanimate objects; as, the behavior of a ship in a storm; the behavior of the magnetic needle."
behead,to sever the head from; to take off the head of.
beheadal,beheading.
beheaded,of behead
beheading,of behead
beheld,imp. & p. p. of behold.-of behold
behemoth,"an animal, probably the hippopotamus, described in job xl. 15-24."
behen,alt. of behn
behest,that which is willed or ordered; a command; a mandate; an injunction.-a vow; a promise.-to vow.
behete,see behight.
behight,"of behight-of behight-to promise; to vow.-to give in trust; to commit; to intrust.-to adjudge; to assign by authority.-to mean, or intend.-to consider or esteem to be; to declare to be.-to call; to name; to address.-to command; to order.-a vow; a promise."
behind,"on the side opposite the front or nearest part; on the back side of; at the back of; on the other side of; as, behind a door; behind a hill.-left after the departure of, whether this be by removing to a distance or by death.-left a distance by, in progress of improvement hence: inferior to in dignity, rank, knowledge, or excellence, or in any achievement.-at the back part; in the rear.-toward the back part or rear; backward; as, to look behind.-not yet brought forward, produced, or exhibited to view; out of sight; remaining.-backward in time or order of succession; past.-after the departure of another; as, to stay behind.-the backside; the rump."
behindhand,"in arrears financially; in a state where expenditures have exceeded the receipt of funds.-in a state of backwardness, in respect to what is seasonable or appropriate, or as to what should have been accomplished; not equally forward with some other person or thing; dilatory; backward; late; tardy; as, behindhand in studies or in work."
behither,on this side of.
behn,"the centaurea behen, or saw-leaved centaury.-the cucubalus behen, or bladder campion, now called silene inflata.-the statice limonium, or sea lavender."
behold,"to have in sight; to see clearly; to look at; to regard with the eyes.-to direct the eyes to, or fix them upon, an object; to look; to see."
beholden,of behold-obliged; bound in gratitude; indebted.
beholder,one who beholds; a spectator.
beholding,"of behold-obliged; beholden.-the act of seeing; sight; also, that which is beheld."
beholdingness,the state of being obliged or beholden.
behoof,advantage; profit; benefit; interest; use.
behoovable,supplying need; profitable; advantageous.
behoove,"to be necessary for; to be fit for; to be meet for, with respect to necessity, duty, or convenience; -- mostly used impersonally.-to be necessary, fit, or suitable; to befit; to belong as due.-advantage; behoof."
behooved,of behoove
behooveful,advantageous; useful; profitable.
behooving,of behoove
behoten,of behight
behove,"and derivatives. see behoove, &c."
behovely,"useful, or usefully."
behowl,to howl at.
beige,debeige.
beild,a place of shelter; protection; refuge.
being,"of be-existing.-existence, as opposed to nonexistence; state or sphere of existence.-that which exists in any form, whether it be material or spiritual, actual or ideal; living existence, as distinguished from a thing without life; as, a human being; spiritual beings.-lifetime; mortal existence.-an abode; a cottage.-since; inasmuch as."
bejade,to jade or tire.
bejape,to jape; to laugh at; to deceive.
bejaundice,to infect with jaundice.
bejewel,to ornament with a jewel or with jewels; to spangle.
bejeweled,of bejewel
bejeweling,of bejewel
bejewelled,of bejewel
bejewelling,of bejewel
bejumble,to jumble together.
bekah,half a shekel.
beknave,to call knave.
beknow,to confess; to acknowledge.
bel,the babylonian name of the god known among the hebrews as baal. see baal.
bel-accoyle,a kind or favorable reception or salutation.
bel-esprit,"a fine genius, or man of wit."
belabor,to ply diligently; to work carefully upon.-to beat soundly; to cudgel.
belabored,of belabor
belaboring,of belabor
belace,"to fasten, as with a lace or cord.-to cover or adorn with lace.-to beat with a strap. see lace."
belaced,of belace
belaid,of belay
belam,to beat or bang.
belamour,"a lover.-a flower, but of what kind is unknown."
belamy,good friend; dear friend.
belate,to retard or make too late.
belated,of belate-delayed beyond the usual time; too late; overtaken by night; benighted.
belating,of belate
belaud,to laud or praise greatly.
