pregunta,respuesta
Who owns The United Center?,Rocky Wirtz and Reinsdorf
How many consecutive playoff games did the Suns win at home?,fourth
When did Shania Twain tape her television special?,September 12
What was the name of the first rock concert in the Kingdome?,Wings
Who stated that Oklahoma City was at the top of the relocation list of cities?,David Stern
What was Tracy McGrady signed away from?,Toronto Raptors
What was Jason Williams' total of offensive rebounds?,"1,505"
What country is Erika de Souza from?,Brazil
Where was Christ School located?,"Arden, North Carolina"
What was Johnson's scoring average?,ninth in the league
What was the most points scored by a Blazer over a five-game stretch in franchise history?,197
When did Tiana Bardwell and Brandon Roy have their first child?,"March 27, 2007"
Northern Colorado left the Great West for the Big Sky Conference in every sport as of what year?,2006
Who replaced Jim Snyder?,Dale Bandy
Who called a timeout after the Bulls trailed 86-83 with 40 seconds remaining?,Jackson
What was he named to the first team Academic All-America by the College Sports Information Directors of America?,Augustin
"What was the name of the group that wore long, baggy shorts and black socks?",The Fab Five
When did the NBA start recording blocked shots?,1973-74
What did some people feel was a steep price?,star center Walt Bellamy and point guard Howie Komives
When did the Pistons record the league's highest home attendance?,2002-2008
What team traded Kenyon Martin to the Denver Nuggets in 2003-04?,Denver Nuggets
How long does it take for Gates and Agee to get to school?,90-minute
"On what date did Smith sign a one-year, $3.3 million contract with the New York Knicks?","July 18, 2014"
What is the combined record of the Monarchs?,1-1
Who was the former member of the varsity golf team?,Louis Brown
What was the Clippers' reputation during the 2010s?,improved
How much was Ollie's new contract worth?,$2.8 million per year
Who did the team struggle against?,Washington Capitols
How many wins did the Boston Celtics have?,56
Who won the series?,San Antonio
How many votes in the coaches' poll did Boston College get?,one
When did the Portland City Council vote to change the name of the arena to Veterans Memorial Coliseum?,2011
Who was the first player born in the 2000s to play in an NBA Finals?,Herro
Who was named to the Academic All-Big 12 first-team?,Whitney Zachariason
How many games did Yao play?,122
What was the name of the statistician at the University of Connecticut in 2008-2009?,ZVVZ USK Prague
When did WWE hold The Great American Bash?,2007
When did Moncrief start missing time due to a reoccurring foot injury?,1986
How many wins did Will Brown have in the 2005-06 America East conference tournament?,21 11
How many of the first 219 games did Redick start for the Clippers?,218
"Who is the only player in NBA history with 15,000 points, 10,000 assists and 7,000 rebounds?",Kidd
What was determined at the end of each round?,future opponents
What was Payton referred to as in 2006?,one of the greatest clutch shooters of our time
Who is the president of the team?,Ernie Grunfeld
What has Michael Heisley been reluctant to do?,move Pau
When will the tenth annual Paradise Jam take place?,"November 26 - 28, 2009"
How many blocks did Drummon make in his sophomore year at capital prep?,6.8
Who was the president of the NBA in 2001?,George W. Bush
How many rebounds did Irving have?,10.3
Who injured his eye in April of 1995?,Reggie Miller
Who was the referee in the game?,Scott Foster
What year was Julius Shareef Abdur-Rahim born?,1976
What state is Ben Jacobson from?,Missouri
Where did the Olympic Basketball team win the Gold medal?,"Beijing, China"
What team did Keny Patterson play for?,Indiana Pacers
"What percentage of their teams' total points, rebounds and assists did the four members of Connecticut's Huskie team account for?",16.8 percent
"What year was Corrientes, Buenos Aires Franca BC SE Palmeiras 14. 1975 Template:Country data BoliviaTemplate:Namespace detect showall La Paz franca BC CA Obras Sanitarias 13. 1974 Template:Costume data UruguayTemplate : Namespace detect what CA Pearol 12?",1977
Where was Vanguard located in 2014?,"Kansas City, Missouri"
What team did the Mountaineers beat in the first round of the Big East tournament?,Providence
How many points did the Texas aggies score against the 11th ranked Aggie?,eight
What put the contract in a state of limbo?,suffered an injury
What is the name of the best shooting guard in the NBA?,James Edward Harden
How many nicknames did he hate?,two
Who was the last original player that got the Kings to the Western Conference Finals back in 2002?,Bibby
When did Webber sign a seven-year contract with the Kings?,"July 27, 2001"
What team did Howard play in the 2012 NBA Playoffs?,Indiana Pacers
Who was second all-time in the 1969 Finals?,Jerry West
Who is a professional basketball player for the Washington Mystics of the WNBA?,Elena Delle Donne
When did the Flyers return to the Spectrum to open their first Stanley Cup playoffs against the St. Louis Blues?,"April 4, 1968"
What team did the Chicago Bulls draft Alderidge in 2006?,Portland Trail Blazers
In what game did Ewing have 8 points?,Game 5 of the 1994 NBA Finals
What was the score of Lakers' first trip to the Finals since 1991?,89-84
In what year was the merger proposed by the two leagues?,1970
"In 2009-10, how many of her games were played off the bench?",29-of-36
How often did Bradley increase his average?,every month
Who is the head coach of the Navy Midshipmen men's basketball team?,Ed DeChellis
What was the name of the American Basketball Association team in the early 1970s that the Heat played for?,Miami Floridians
What team is the league leader?,Fort Wayne Zollner Pistons
What was the name of the popular TV show that Flight Time appeared on?,"Hell's Kitchen,"
Who is the most outstanding player in the NCAA Basketball Tournament?,Ukari Figgs
Where did Kent State finish in the ESPN/USA Today Coaches Poll?,twenty-fourth
How many games played did Ernie Grunfeld play?,874
Who is the only Oklahoma coach inducted into the Basketball Hall of Fame?,Drake
Where did George Shinn relocate the Hornet franchise to?,New Orleans
When did Howard give a passionate speech to the Indiana Pacers?,May 30
"Who did the Lakers sign to a 4-year, $154 million contract on July 9, 2018?",LeBron James
Malone began his professional basketball career in what decade?,1980s
In what year did Ball release Melo Ball 1?,2017
When did Oklahoma play its home games at Lloyd Noble Center?,1975
What year did CSUN reach the Big West Tournament title game?,2003-04
"Who was nicknamed ""Clyde The Glide"" at the University of Houston?",Drexler
Which team advanced to that season's National Championship Game?,2017-18
When did Kevin Durant sign with the Warriors?,July 2016
Halcones UV Cordoba are what?,UV Cordoba Falcons
How many seasons were Tournament Champion?,1953-54
How many games were lost in the first round?,six
Where was the Wachovia Spectrum held from 2003-2009?,"Philadelphia, Pennsylvania"
What was the name of the 7th class in 2008?,"8,265"
How many NBA championships did the Celtics win?,17
How many games did the Nets lose to the Miami Heat in the first round?,four
What year did Advocacy Harrington appear in an online ad supporting the passage of Proposition 64?,2016
Who replaced World Peace on the roster in December 2014?,Daniel Orton
What was Matthews' contract with the Dallas Mavericks?,$70 million
How many three-point attempts did Curry miss?,7
Who was the first player born in the 1990s to be drafted?,Rubio
What percentage of 3-point field goal percentage did Kyle Singler have?,(.399
Who is James compared to?,Michael Jordan and sometimes Kobe Bryant
What is Kansas' winning percentage?,712
What team did the Mavericks lose to?,Dallas Chaparrals
How many consecutive years has Liberty placed a player on the first team?,sixth
When did the Cavaliers acquire Antawn Jamison from the Washington Wizards?,"February 17, 2010"
What seed did the Tigers face in the national semifinals?,#2
Where is St. Mary's Hall located?,San Antonio
How many points were scored by the San Antonio Spurs?,57 25 .695
How many of his brothers are also professional basketball players?,Three
How many teams were invited to the NBA Bubble to participate in the final 8 of the regular season?,22
In what year did Boston make a playoff appearance?,1977
What team became the Philadelphia 76ers?,The Syracuse Nationals
What was Miami's lead at the start of the fourth quarter?,4-point
When did Deng win the NBA's Sportsmanship award?,3 May 2007
What team won the game 105-100?,Rockets
How many points per game did Cooper average per game?,31
When was Bagley's best season?,1985-86
How many games did Knight play at the All-Star break?,52
Who was shipped back to Barako Bull for sweetshooting forward Mark Isip?,Jondan Salvador
Who holds the record for fastest triple-double?,Jokić
Who retired the No. 13 jersey number?,Los Angeles
What is Bob Gross's name?,Long Beach
How many seasons in a row has Lillard started all 82 games for the Trail Blazers?,third
How many straight All-Defensive Second Teams did Jones make?,third
What year did J. Fred Bohler play?,1909-
How many games are still on the schedule?,three
What is the name of the pep band at SLU?,SLU Pep Band
What division was ahead of the Philadelphia 76ers?,Atlantic Division
Who is the only NCAA Division-I men's basketball team to have a bluejay as its mascot?,Creighton
What was the first known case of a buzzer beater in the Finals?,Bob Tiger Harrison
What was Robinson's position in the Civil Engineer Corps?,staff officer
How many times AAU All-America was Bob Kurland?,7
Where was the 1988 NBA All-Star Weekend held?,United Center
The 'Knicks' script from what era was later reused in the uniforms of the NBA Development League affiliate?,Maroon Era
What was the result of Webber's surgery on Feb. 1?,sidelined him for the remainder of the season
What was notable about the Western Conference Finals series between the San Antonio Spurs and the Houston Rockets?,lack of home team success
What year was Gary Tuell 17-11 Round of 64?,2004-2005
What injury ruled him out for the rest of the postseason?,left quad injury
What is the nickname of the Rutgers Athletic Center/RAC?,Louis Brown Athletic Center
"Who was named WNBA Eastern Conference Player of the Week for the week of July 18, 2011?",Angel McCoughtry
Who was an assistant for first Dwight Freeman?,Donnie Jones
Who led his team in assists by a large margin?,VanVleet
When was Parker's prenuptial agreement amended?,June 2009
How many people can be seated in the arena for basketball?,"18,300"
What is the name of the Bobcats school?,Montana State University
How many seats were added to Walker Arena’s north elevation in 2005?,500
What was Deng's record at the 2012 Summer Olympic Games?,"15.8 points, 6.6 rebounds, and 4.6 assists"
What was the first French player to play for an NBA team?,Tariq Abdul-Wahad
How many rebounds was Rodman able to rack up?,16
What team was Artis Gilmore a part of?,KEN
Where is the NBA Bubble located?,Walt Disney World
What did Nowitzki win?,regular season MVP award
Who was the MVP of the Finals?,Malone
Who was a player-coach for the Red Skins in 1947?,Bobby McDermott
In what year were the Philadelphia Warriors founded?,1946
How many games did he play before being quickly recalled by the Pistons?,three
Which team finished second in the Central Division?,Indiana Pacers
Which team finished with a record of 28-54?,The Mavericks
On what date did the 600th episode of WWE SmackDown take place?,"February 15, 2011"
What was the name of the arena before it became GM Place?,General Motors Place
What injury put Elton Brand on the disabled list for the 2007-08 season?,ruptured left Achilles tendon
Who were Noah's teammates?,Al Horford and Corey Brewer
What was LaSalle Thompson's height?,6'10
"How many NBA championships did Colison win with the San Antonio Spurs in 2003, 2005, 2007 and 2014?",four
"Where is the Oman Arena Jackson, Tennessee?",Oklahoma City
What was Davis' grandmother's role in pushing him to play basketball?,guardian
In what year did the Celtics lose in the NBA Playoffs?,1951
What year was Miami 63 58 36.2?,2000-01
Who was named SWAC coach of the year?,Rob Spivery
What award did Karl win?,NBA Coach of the Year Award
How many years later did New York experience championship fever?,two
How many seasons did he play for the Toronto Blue Jays of Major League Baseball?,three
Where was the 2009 basketball II game played?,Ford Field
When was he waived?,October 24
Dele's family and friends to detain Dabord in what city?,Phoenix
When did Simmons think there was no way for the idea to proceed?,After James and the Cavaliers lost to the Boston Celtics in the NBA playoffs in May
When did the Mavericks announce they had re-signed Darrell Armstrong?,August 19
In what years was he credited with developing and broadening the NBA's audience?,1990s and 2000s
When did the rivalry between the Celtic and the Lakers cool down?,1990s
Where is the #1 Stanford?,The Arena in Oakland
Which division of the Western Conference of the NBA is the LA Clippers part of?,Pacific Division
Who was the Phoenix Mercury's point guard?,Lindsey Harding
What was the cause of his graduation?,COVID
What name does Front Page Music have?,record label
What was the weight of Gonzaga F 55 Robinson in 1991-04-19?,215 lb
"When will the minimum arena seating capacity start to be 10,000?",2012-13 season
Where is the NZ NBL Grand Final played?,2012-13 season
When did the Panthers move from the NCAA College Division to the University Division?,1973
What was the record for largest margin of victory?,63 points
The class renewed hope of bringing more championships to Storrs after watching what?,arch rival Tennessee win 3 in a row
What is Joakim Simon Noah's nationality?,French
"What is the weight of the SMU F 8 Millsap, Paul?",6 ft 7 in
What state did Jackson live in for a year before moving to Georgia and Florida?,North Dakota
How many additional teams will be named later?,Four
Who was the 2016 NBA champion?,Cleveland Cavaliers
How many points per game did Golden State have in 1995-96?,82 82 34
How many seasons with the Sacramento Kings did Wallace play?,three
What was the weight of Tony Snell in 1993-01-01?,213 lb
How many points was the deficit at halftime?,17
In what arena did the 1975-76 Pacers win their final home ABA game?,Market Square Arena
What was Seattle's first season in the WNBA?,2000
When did King County voters approve the issue of $40 million in bonds to fund construction of the King County Multipurpose Domed Stadium?,February 1968
What are the schools whose names are italicized no longer in?,Division I
How many consecutive 20 loss losses did the Carolina Panthers have in 2007?,two
Who was a 10th round pick for the Boston Celtics?,Joe Dixon Merrimack
When did Lewis sign a 6 year contract?,"July 11, 2007"
In what year did Michigan win the Maui Invitational?,1988
How much did Simmons make by the end of 2021?,$10 million
Which team won its first tournament game since 2003?,Marquette
What team won the championship?,Bill Russell’s Celtics
What was the name of Pontiac's weekly newspaper?,The Pontiac Times
When did the Dallas Cowboys miss the playoffs for the first time in their existence?,1972-73 season
How many playoff points did Kanye now have in Game 3?,"4,002"
What team did he sign with in the 1997-98 season?,Boston Celtics
How many teams would be in the tournament?,12
What is Felicia Chester's height?,12
What two players did Ainge select in 2003?,Banks and center Kendrick Perkins
Which team did West Virginia defeat in the second round?,Notre Dame
How many regular season games did each team play?,20
What team is the defending NBA champion?,Dallas Mavericks
How much money did the Rockets move from San Diego to Houston?,6 million
How many games did the Warriors lose to the Thunder?,seven
What team did she beat in the finals in 2006?,Samsung
What was Payton's salary during the 2006-07 NBA season?,2 million
On what date did he record his second career triple-double?,December 5
In what year did Kentucky and Kentucky meet in the Elite Eight?,1997
"What NBA record did Monroe set on February 6, 1970?",13 points in one overtime
When did Pink Floyd go on without Waters?,1986
How many points did Kanye West score in the finals?,69
How many points did he score in a 131-127 loss to the Trail Blazers on December 17?,39
How many points did Olajuwon score in the final game?,49
What was a type of special draft choice used in the 1949 NBA Draft?,territorial pick
What was he averaged in six games in the 2015 NBA summer league?,"17.5 points, 4.2 rebounds, 1.5 assists and 1.2 steals"
In what two years did ISU win the Big Sky Conference Indoor title?,2005 and 2006
Which two players have won it three times?,David Thompson of North Carolina State and Ralph Sampson of Virginia
How did he earn Mid-Major Freshman All-America honors?,Collegeinsider
What was the location known as from 1994 to 2005?,Arrowhead Pond of Anaheim
Where was the club based?,Arrowhead Pond of Anaheim
When was Parish honored as one of the league's greatest players of all-time?,October 2021
Who did the Knicks acquire as an additional second round draft pick?,Louis Labeyrie
What year was their final?,1979
Who won the NBA championship?,Minneapolis Lakers
How many times has Garnett been a Celtic?,10
What is Rudy's nationality?,French
Who won the 1975 East 108 championship game against the Detroit Pistons?,Bob Lanier
How many times did the Boston Celtics win the Western division championship series in 1963?,seventh
What team won the 1967 NBA championship?,Boston Celtics
What was Carter's first Nike signature shoe?,Shox BB4
What team did Jordan defeat in the NBA Finals in 6 games?,Seattle SuperSonics
When did the SoCSarGen Marlins register a win in the first double-header of the league?,1998
What would the minimum salary for players with at least 10 years of experience be?,$1.3 million
Who is the Al McGuire Center named after?,$1.3 million
What logo is prominently featured on the right leg of the shorts?,Kings
Who was one of the most revered coaches?,Lenny Wilkens
What was the second-worst single-season record in NBA history at the time?,12-70
What was the score of Duke's Final Four win over UNLV?,79-77
In what year did Porter sign with the Golden State Warriors?,2021
What was the name of the law firm hired by the Alabama Public School System?,White Arnold & Dow
The Lakers defeated the Spurs in how many games?,five
What was Stojakovi named a member of in 2002?,FIBA World Championship All-Tournament Team
"In 2012, he was inducted into what hall of fame?",National Junior College Athletic Association (NJCAA) Hall of Fame
Who did the Clippers claim tried to prevent competition with The Forum?,The Madison Square Garden Company
What team would the Pipers merge with?,Kansas City Steers
When did the Indianapolis Olympians begin playing in the NBL?,1949-50
What was the Celtic's record in 2008?,26-3
How long had Red Auerbach planned to attend the memorial?,three years
What was the name of the team that won the gold medal in the 2014 FIBA Basketball World Cup?,United States national team
When did Def Leppard appear with Bryan Adams?,"September 11, 1992 and November 8, 2005"
What team did Williams play for in 2012?,United States
Where was the NBA All-Star Game held?,"MCI Center in Washington, D.C.."
What are the Capilano University Blues located in?,North Vancouver
How many points did the Lakers finish in 1995?,29-11
Where did the 1986 Celtics go 40-1 at their home?,Boston Garden
How many times does Douglas-Roberts tap his arm tattoo before shooting a free throw?,three
Who tested positive for coronavirus?,Rudy Gobert
What was Randolph's average per game?,16.0 points and 7.7 rebounds
What is Charlotte's flagship radio station?,WFNZ
How many points did Rick Barry average to be the star of the championship?,28
On what date did the Flyers defeat the Soviet Central Red Army?,"January 11, 1976"
Why did Delta decide not to renew their 15-year contract?,filing for Chapter 11 bankruptcy
What was the name of Jerry Lucas's fast food chain?,Jerry Lucas Beef N Shakes
How many wins did the Cincinnati Royals have?,42
What was the name of the last second winner?,Nick Van Exel
What two players were taken in the 2007 PBA Draft?,Samigue Eman and Jonas Villanueva
Where did Lance Thomas attend high school?,Scotch Plains-Fanwood High School
How many games did the Nationals win in the playoffs?,four
How many games did the Suns lose to the eventual NBA champion?,4 games to 1
Which team did Brian Dux play for in 2007-2008?,Guildford Heat
In what school did Popovics become a disciple and a close friend?,Guildford Heat
What was the assistant coach from 1999 to 2000?,Rick Stukes
Who begins his tenure as the league's fourth commissioner?,David Stern
How many games did Pierce appear in in 2000-01?,82
"In what year was Kentucky G 5 Horton-Tucker, Talen weighed in?",1997-03-26
When did Bynum undergo arthroscopic surgery on his kneecap?,May
What team did the 42-40 Bullets face in the 1970-71 season?,New York Knicks
"Who scored his 16,000th career point in a 101-90 loss at the Cleveland Cavaliers?",Steve Nash
What was the rookie-best point average for the season?,17.4
What was the value of Miller's deal?,$21 million
When did Wall talk about his health issues?,2019
How long was Wilkins with the Atlanta Hawks?,11.5  years
Who was selected with the third pick in the 2017 NBA Draft?,Jayson Tatum
When was Durant selected to the national team?,2010 FIBA World Championship
What are women's teams and athletes at Notre Dame known as?,Lady Mocs
Who announced his intention to retire after the 2018-19 season?,Wade
How many concerts did Bruce Springsteen perform?,six
Who encourages undergraduate students to author articles?,professors
Who was the Dean of the school of architecture?,Bruno Leon
Where is the RIMAC Arena?,"La Jolla, CA"
Which two key players were injured before the start of the 1922 season?,Hayden and Sam Ridgeway
On what date did the NBA playoffs begin?,April 16
What part of his right pectoral muscle did he need to have season-ending surgery for?,tear
When was the most famous draft bust?,1984
What is Porter's mother's name?,Elnora Porter
When did D'Antoni make his return to the NBA as a Phoenix Suns assistant?,2002
Where is GVSU Fieldhouse located?,"Allendale, Michigan"
When was he a Parade All-America selection?,2006
What is the name of the city in 2013-14?,Cleveland
When did Thomas tie his career high of 38 points in a loss to the Detroit Pistons?,"December 16, 2015"
Who was James's business partner?,Maverick Carter
Who were the three players that were given large contract extensions in the summer of 2004?,"Miles, Ratliff, and Zach Randolph"
How many blocks away from the Miami Arena is the american airlines arena?,three
What team sent forward Chris Mills to Atlanta to complete the trade?,Boston Celtics
How many first-round picks did L. Carr have in the 1980 NBA Draft?,two
What was the Rookie of the Year?,Jun Limpot
How many games under.500 were the Trail Blazers under at the All-Star break?,10
What was EA's loss for the financial year ending March 2008?,$1.08 billion
What size was Malik in 1997-07-04?,6 ft 5 in
What was the name of the city that had a 65 65 35.3?,Milwaukee
What team did the trade make?,Dallas Mavericks
How many game series was Godel Rabotniki Kocani Delicatessen 3-2 in 1993/94?,five
When did the league begin tracking the stats?,1997
What was the first WNBA team owned by a third party instead of an NBA franchise?,the Sun
What is the youngest player to have played in an NBA Finals game?,Darko Miličić
Who was awarded Pac-10 Coach of the Year 2009?,Lorenzo Romar
In what division did the Knick's finish second in 1973?,Atlantic Division
What do coaches like Mike D'Antoni call for?,"less traditional center play, and more up and down the court style"
What team has had eight MVP winners?,Boston Celtics
"Of the five foreign-born winners, how many were trained completely outside the U.S.?",three
How many regular season points did the Sixers record in 1965?,55-25
What does W stand for?,Wins
What would have made him better paid than most of the Tigers' roster at the time?,"$744,000"
Who went wild in the final 17 minutes?,Bill Laimbeer
Who cited Richardson for driving while under the influence of alcohol?,Salt River Pima-Maricopa Indian Community Police
How many current and former NBA coaches are in collaboration with the National Basketball Coaches Association?,43
What was the league with predominantly black players?,NBA
What team was seeded third in the conference in 2010 with 54 wins?,Suns
What team traded Kelsey Griffin to the Connecticut Sun?,The Lynx
How many points did Dan Hughes score in 2008 West?,24 10 .
Who is considered the Pacers' greatest player of all time?,Miller
How many starts did Jefferson make in place of Kevin Love?,two
Who was hired by Utah in 1927?,Vadal Peterson
How many points did Neil Johnston score for the Philadelphia Warriors?,"1,631"
What was his first double double in a game?,23 points and 11 rebounds
Who was the coach of the 1957-58 Lakers?,Mikan
How many games did he miss because of the meningitis?,10
"Who achieved this feat for the opposing team, Philadelphia 76ers?",Wilt Chamberlain
When was the award given out?,1988 to 1991
How many points did Mohammed score against the Los Angeles Clippers in 2001?,30
What state will join the SEC no later than 2025?,Texas
What was the off day of the 2009 tournament for USC?,December 24
How many points did Gasol score against the Boston Celtics?,32
How many three-pointers did Jordan make?,six
How many rebounds were added to the game?,8
What team had a chance to take control of the series?,Knicks
What team did Bell join in 2005?,Phoenix Suns
How many 17 Kansas City Kings 31 51.378 17 Pacific Division Team W L PCT?,378
What is the name of the event held in Knoxville?,State Farm Tip-Off Classic
What is Dave Twardzik's profession?,VIR
What is the score for the Utah Jazz?,141
Where did she go to basketball camps?,Rutgers
What is the calendar date for the NBA playoffs?,February 23
The Pros were forced to play the balance of their home schedule in several other arenas in what state?,Tennessee and Mississippi
Where did the Hornets host their first game in 1991?,Charlotte Coliseum
What was Marshall's great uncle's name?,Lenny Moore
Where did players jump from team to team?,armories and smoky dance halls
How many teams had lottery picks?,13
On what date did the nets lose the best of seven series?,"May 16, 2006"
Which team won the gold medal with the Spanish national team?,Gasol
What team holds the record for the lowest-scoring NBA game ever played?,Minneapolis Lakers
When did Turner score a career-high 23 points in a 123-110 win against the Phoenix Suns?,"December 29, 2010"
Jordan announced his intention to donate his salary as a player to a relief effort for what victims?,the attacks
How many points did Kareem Abdul-Jabbar score as the Bucks beat the Colonels 131-100?,20
Who is declared conference champion?,The winner
What was Bogut the first player to average at least 10 rebounds per game while shooting?,60 percent
On what date did he score 20 of his game-high 37 points in the fourth quarter of Detroit's 98-94 win over the New Orleans Pelicans?,January 23
When did construction of the Sacramento Kings arena begin?,"October 29, 2014"
Who won the 1975-76 ABA Semifinals?,San Antonio
Where is the Barclays Center located?,"Brooklyn, New York"
How many points did Yudong get on a 3-pointer?,1095
What was Pierce's college weight?,235 lbs
How many All-NBA First Team members were there?,2
How long was the winning streak in franchise history?,third
Who was Azzi one of the cofounders of?,San Jose Lasers
What was the average point per game for McGraty in his 16 games?,5.3
How many Greatest Players in NBA History were there in 1996?,50
What happens if he holds a longer time?,it shall go to the opponent
How many teams tried to lobby the league to reverse its ruling?,three
How many points did Kyrie Irving score for Cleveland?,26
What did she do at an early age?,going to basketball camps
How long was his contract with the heat?,one-year
What percentage of his shots did Smith shoot from the field?,52.7
What can guess the spot where a slashing attacker will dribble to?,anticipation
How many free throws did the Express get to extend the lead?,four
Who revamped Purdue's Boilermaker Pete?,Keith Butz
What did Howard say Bryant was not?,a doctor
Who said Jones is the greatest teammate I've ever had?,LeBron James
What university did Hacksaw play at?,Radford University
Which team was the most successful in history for the Jazz in 1991-92?,Blazers
Who was the NBA Finals MVP?,James Worthy
Who is a Hall of Fame forward/center?,Moses Malone
How many ounces of cannabis did Shummert try to bring?,six
What was Jaylen Nowell's profession?,point guard
What color was expected to be replaced by hunter orange?,red
When did Cremins retire from Georgia Tech?,2000
"What state won in 1989, 1991, 1997, 1998, 2006, UL-Lafayette?",South Alabama
What year did Iowa finish 14-10?,1959-1960
What does not feature licensed music?,soundtrack
Who was the Kent State Point guard/Shooting guard Junior 2008-09?,Bramos
What documentary was about Howard's time as a Wolverine?,The Fab Five
How many minutes did he play against the Chicago Bulls in 2008?,30
How many games to one did the Sky win?,3
What can cause impaired sightlines?,the rows rise much more gradually than other North American arenas
How many head coaches did the Houston Rockets have during that span?,three
When did Leonard make his return from injury?,"October 3, 2022"
What are Agnes Scott and Wesleyan's charter members?,women's colleges
When did Battier join the board of directors at Yext?,"June 30, 2021"
What did Jim Gray pitch to James' management and ESPN?,an hour-long show
When was Davis drafted by the New Orleans Hornets?,1999
How many games did the Indiana Pacers win in a series?,4-2
When did he score a season-high 31 points in a 114-109 win over the Raptors?,"April 3, 2015"
What year was the Xavier 73-60 Richmond David West?,2002
What team did not have the player?,The Celtics
In what year did the Cowboys win the NCAA Championship?,1943
"What team did the Bucks defeat in front of a sellout crowd on April 9, 2018?",Orlando Magic
Who was able to win Game 3?,The Magic
How many times has Kerr been a champion NBA guard?,five
How many career coaching victories did Eddie Sutton need?,800
What team lost to the Talk 'N Text Tropang Texters in the semifinals?,Barangay Ginebra Kings
What year did Breanna Stewart win the Nismith Award?,2014
How many games did Buss fire Westhead after he sided with star player?,11
What was Newton's predecessor's name?,Hayden Riley
Who are the only three players in league history to eclipse these numbers after their first six seasons?,"Oscar Robertson, Bird, and LeBron James"
How many points does a successful attempt worth?,three
What does support and services enhance the lives of?,youth of promise
What is the name of the school that represents intercollegiate men's basketball at Louisiana Tech University?,Louisiana Tech Bulldogs
Where did Paulus play college basketball?,Duke University
Who is the former president of the United States?,Bill Clinton
What happened to his right collarbone?,cartilage fracture
How many Stanley Cups did the Rangers win between 1928 and 1940?,three
Who was the centerpiece of a USF team that soon became a force in college basketball?,Russell
When did Hall of Fame head coach John Chaney retire?,"March 13, 2006"
What was the name of the American-born mother?,Marie Auerbach
What company designed the videoboard?,Daktronics
How many Division II Champions did Guy R. Strong have in 1964-65?,9 12 0
How many games did the Rockets win in the Midwest Division?,13
"Which former Clipper had 4,711 rebounds in the 2015 NBA Finals?",Elton Brand
On what date did West make perhaps the most clutch 3-pointer of his career?,"April 27, 2008"
When was he selected to the State Farm Holiday Classic all-tournament team?,"1998, 1999, and 2000"
When did Malik Sealy die?,2000
Who was the only player to play all nine seasons of the ABA with one team?,Byron Beck
Who was the Heat's all-time leading scorer in triple overtime?,Alonzo Mourning
How many wins did the Lakers have in 1985-86?,62
What college was Thorpe a two-time Honorable Mention All-America selection?,Providence College
Where will the New Orleans Pelicans play the Atlanta Hawks?,Legacy Arena
When did the Virginia Tech bracket first round take place?,March 15-
How many qualified teams were scheduled to play in the NBA Bubble in Orlando?,22
Who was the two-time defending champion in the NBA division?,Minneapolis Lakers
Who is the current head coach of the RedHawks?,Charlie Coles
What team was the first Eastern Conference team to reach the NBA Finals in three straight years?,Miami
How many games did the Jazz lose on each of those nights?,both
What team held LeBron James to 7-25 shooting from the floor in Game 2 of the first two games in Cleveland?,Wizards
What year did the NCAA begin seeding the tournament?,1979
How was the score of Abdul Abdullah in the 1993-94 20-10 10-8 Rick Barnes NCAA 1st Round Eric Williams?,5.7
"How many rebounds was Favors a season-high for on February 11, 2022?",nine
Who were the two rookies that made an immediate impact?,Josh Howard and Marquis Daniels
Yao's final averages were what?,22.3 points and 10.2 rebounds per game
On what date did Millsap match a season high with 25 points in a 120-118 win over the Sacramento Kings?,"February 13, 2019"
"Where can practices, camps, and other events take place?","upper gym, fitness center, indoor track, and auxillary rooms"
Who won the gold medal at the 1998 FIBA Europe Under-18 Championship?,Calderón
How many All-SEC selections did he receive?,three
What is the name of the NABC Coach of the Year?,Naismith
What team had George Karl previously played for?,Seattle SuperSonics
Where are the Indiana Pacers based?,Atlanta
What was the capacity of Racer Arena?,"5,500"
What team dominated in the first half?,Celtics
What was Jarencio's first win against the Texters since joining the league in 2012?,Celtics
Where are Lynx games broadcast?,Fox Sports North
When did Lucas divorce from his wife?,1974
NBA 2K7 simulates the experience of what sport?,basketball
What did Donovan Mitchell miss?,all seven of his 3-pointers
Who did the Celtics acquire from the Portland Trail Blazers?,Sebastian Telfair
How many points did Los Angeles score on May 30?,110-94
Where did the team work during the week?,Studebaker plant
On what date did the Cavs fire GM Chris Grant?,February 6
What year did Sports Illustrated celebrate its 50th anniversary?,2003
What rapper was featured in the documentary?,Drake
How many points did Havlikek score in Game Five of the 1968 Eastern Division Finals?,29
How long was Morris out of action after being diagnosed with neurapraxia?,six weeks
In what city did UNLV beat Arkansas?,Fayetteville
How many games to the Los Angeles Lakers did the New York Knicks win in the 1970 NBA All-Star Game?,4 games to 3
What is the name of the prefecture in which the Plaza beppu is located?,Ōita
When were the public funding packages for new stadiums approved?,1995 and 1997
What team traded Javaris Crittenton?,Memphis Grizzlies
What was Monroe's nickname when he joined the Knicks?,Rolls Royce
How many minutes did the team play in the victory?,23
How long has the Celtics-Hawks rivalry last?,over five decades
Jordan ended the season as the only Wizard to play in what position?,all 82 games
What was his average point per game in 25 games?,6.6
When was the last sold-out concert performed?,1999
Who won against the Atlanta Hawks in the conference finals? What team won Game 1 of the Conference finals against the Bucks at The Forum?,Boston
