pregunta, respuesta
" ¿Cómo estás? Estoy terrible, me duele la cabeza. Estoy muy triste de escuchar eso.", te da dolor de cabeza hay muchas razones tal vez te sentirás mejor si
" Dime bien, el trabajo es mi mayor dolor de cabeza. ¿Qué pasa en el trabajo? Es mi jefe.", el siempre me regaña porque tu jefe te regaña
" Él dice que soy perezoso y que tomo demasiados descansos. Bueno, ¿tú tomas demasiados descansos?","No lo creo, ¿por qué no ignoras a tu jefe? No puedo ignorarlo, él tiene..."
" Mi jefe, eso es una lástima. ¿Qué más te da?", Dolor de cabeza ¿Qué más me da dolor de cabeza? Mis compañeros de trabajo Mis compañeros de trabajo me dan un dolor de cabeza.
 Dolor de cabeza ¿Por qué tus compañeros de trabajo te dan dolor de cabeza porque siempre están..., chismes ¿chismorrean sobre ti probablemente pero no en mi cara eso es demasiado?
 Malo ¿qué más te da dolor de cabeza? Conducir me da dolor de cabeza., ¿Por qué conducir te da dolor de cabeza? Siempre hay atascos y hay
" No hay lugar para estacionar ¿por qué no tomas un autobús para ir al trabajo? Toma un autobús para ir al trabajo, es demasiado.", Está lleno de gente y nunca hay un asiento. Es una lástima. ¿Qué puedes hacer para deshacerte de él?
" Tu dolor de cabeza es fácil, llego a casa y te veo."," 20 ¿Qué deberíamos comprar para la fiesta? ¿Estás emocionado por ir a la fiesta? Sí, yo..."
 Estoy muy emocionado por la fiesta. ¿Crees que deberíamos llevar algo con nosotros?," Sí, creo que deberíamos llevar un regalo o algo que sería bueno llevar."
¿Qué tal llevar flores pero la florería está muy lejos? ¿Puedes pensarlo?, de otra cosa ¿qué tal si traemos unas patatas fritas? alguien más las traerá.
" patatas fritas ¿se te ocurre algo más? ¿qué tal si llevamos comida? bueno, no lo hacemos.", Tengo que llevar comida porque habrá un buffet en la fiesta. ¿Qué tal?
" Traer mi colección de CD de música Traer una colección de CD de música es una buena idea, pero", Van a tener un DJ en la fiesta. ¿Qué tal si llevamos algunas cartas?
 No tienes que traer naipes porque habrá un mini, Casino en la fiesta realmente va a haber un mini casino en la fiesta realmente
" Es cierto, no estoy bromeando, ¿se te ocurre algo más?", Sólo hay una cosa que el partido no tiene: ¿qué es lo que el partido no tiene?
 tenemos que traernos nosotros mismos sí así que para hacer estas células simplemente poner suavemente," Coloca la lengua entre los dientes, pero recuerda que tus dientes deben estar planos."
"No me gusta esto, no seas así, no, solo ok, muy gentil, plano y tonto.", tu boca tiene esta forma no hagas esto mmm no esta bien y luego y luego haz lo
 aire por tus labios en tu lengua lo siento tus labios y tu lengua y tu, dientes bien el aire entra por ahi las puntas
 del paso entre los dientes bien y luego guarda la palabra correcto y el," Posición de tu lengua No digas que no, está bien, gracias, gracias, muy gentil."
 texto," Oye, ¿vienes al gimnasio todos los días?"
" No, tengo que trabajar, así que vengo los fines de semana.", ¿vienes todos los días? ¿si puedes levantar pesas?
" si, pero no muy bien ¿puedes ayudarme? ¿te gusta hacer ejercicio?"," Claro que puedes hacer aeróbicos, yo nunca lo he intentado, puedo hacer gimnasia"
" ¿Puedes? No puedo, pero mi novia puede hacer cualquier deporte contigo."," Novia, sí, ambos podemos hacer karate, practicamos."
 ¿Dónde entrenas todos los fines de semana?," No trabajo en un gimnasio, pero participo en muchos eventos de atletismo."
"Mmm, ¿qué puedes hacer? Puedo correr una maratón y también puedo correr una carrera de 50 metros.", ¿Practicas otras pruebas? Yo practico el salto de longitud.
" Y hago el salto de altura, también puedo saltar en longitud.", Tal vez podamos practicar el trabajo largo juntos
" ¿Puedes ir a nadar con nosotros hoy? No, no puedo.", Tengo que ayudar a mi madre. ¿Puedes ir a nadar con nosotros mañana?
" ¿Seguro que vas a nadar todos los días? No, yo voy a nadar los martes y jueves."," ¿Te gusta la escalada moderna? Por supuesto que me encanta, puedo escalar una montaña de 300 metros."
" Vaya, ¿vas a practicar escalada moderna todos los fines de semana?"," No, no voy a escalar montañas cuando nieva."
" ¿Tú escalas montañas? No puedo, pero quiero aprender.", No sabía que se podía bucear. No puedo.
" Estoy aprendiendo a morir ¿puedes bucear? Sí, puedo, pero no soy muy bueno.", ¿Practicas algún otro deporte? Puedo jugar al tenis.
 ¿Juegas a menudo? No puedo jugar muy a menudo.," Tengo que estudiar todos los días, mira la montaña de este tipo."
 escalar no puedo hacer eso es demasiado,¿Es peligroso hacer algún deporte extremo? Puedo hacer parasailing.
" ¿De verdad puedes hacer paracaidismo? No, no puedo hacer paracaidismo. Quiero aprender."," Yo tampoco puedo volar ligero, mi jefe en el trabajo puede volar en ala delta."
" A él le encanta, mi hermano vive en Hawaii, vive en", la playa ¿le gustan los deportes acuáticos? seguro que puede
" nada y surfea, ¿hace windsurf? No estoy seguro", A su esposa también le encantan los deportes acuáticos.
 ¿Qué le gusta? Le gusta el waterpolo. Puede bucear y ambos pueden hacer submarinismo., bucear y lo hacen todo el tiempo ¿qué haces este domingo? no lo sé
" ¿Tienes algún plan? ¿Podemos ir a navegar? No, no podemos."," No podemos usar el barco de mi hermana, ella lo está usando el domingo."
 ¿Podemos ir en bicicleta o trotar? No puedo porque todavía me duele el pie.," Puedes ir a nadar, ¿verdad? Sí, puedo hacerlo."
" ¿Tienes algún pasatiempo? Me gusta la música, tengo una gran colección de casetes.", cintas y cds hmm vas a conciertos
" No, normalmente escucho música en casa.",¿Tienes algún pasatiempo? Practico senderismo en las montañas.
" Voy de excursión con mis hermanos todos los meses. ¿También cazas? No, pero vamos a observar aves.", viéndote lucir cansada ¿hiciste ejercicio?
" Sí, ¿haces ejercicio todos los días? No, no lo hago. Solo hago ejercicio los lunes."," los martes y jueves haces ejercicio no, no lo hago, veo películas"
" ¿Te gustan las películas? No, no me gustan, pero me gusta la música."," ¿Qué haces en tu tiempo libre? Bueno, normalmente hago ballet."
 Voy a Bali Square todos los martes y jueves por la noche., ¿haces algo más? toco la guitarra
 A veces toco el piano. ¿Y tú? ¿Haces algo especial?," También me gusta la música, así que toco el piano también."
" Los fines de semana suelo ir de excursión o a pescar, pero no voy de caza."," No me gusta estar aquí, come pizza, eh, no."
" Gracias, no me gusta mucho la pizza, bueno, comeré algunas papas fritas."," Lo siento, a mí tampoco me gustan las patatas fritas."
" No te gustan las papas fritas, bueno, veamos, aquí hay una hamburguesa.",pruebalo no me gustan las hamburguesas engordan estoy a dieta
" Hmm, no te gusta la pizza, ¿sabes?, te gustan las papas fritas.", y no te gustan las hamburguesas
 ¿Qué te gusta? Me gusta el helado. ¿Tu novio pasa mucho tiempo contigo?, tu mio no tiene demasiado trabajo
 ¿Qué hace? ¿Va a la universidad? ¿Practica deportes con sus amigos?," Bueno, él juega al billar, pero no muy a menudo. ¿Viaja mucho? No, él no sale."
 ¿En qué ciudad estudia todo el tiempo?, el no estudia mucho ¿que hace entonces?
 Él trabaja en dos empleos. ¿Tú y tu compañero de clase tienen alguno?, hobbies seguro que pesco
" Y Jim, mi mejor amigo, camina por el bosque."," ¿Cazas animales? No, no me gusta matar animales. ¿Jim?"
" Hans no, él no lo hace, ¿qué pasa con todos ustedes?", plásmidos ¿qué hacen? a los chicos les gusta acampar
" No acampan solos, acampan con amigos."," ¿Qué haces en tu tiempo libre? Pinto, no pesco, hago caminatas."
No me gusta estar al aire libre ¿A dónde fuiste? Acabo de terminar ballet, practicas haces ballet si practico
 ¿Todos los martes y jueves practicas algún deporte?," No, no lo hago, canto karaoke y hago magia en mi tiempo libre."
" ¿Tu esposa también hace magia? No, no lo hace.", Ella juega ajedrez y dardos ¿Qué hace tu marido?
 En su tiempo libre no practica ballet conmigo.," Él ve películas, de hecho él y mis hijos."
" Mira películas todo el tiempo hola, hola martin", ¿Cómo van las cosas en Los Ángeles? Estoy pasando un tiempo maravilloso. ¿Qué opinas?
 ¿Haces compras y visitas museos todos los días?, claro pero por la noche salgo con mis amigos
 ¿Bailas en las discotecas? ¿Seguro que haces algo más por la noche? Voy a..., Clubes de comedia y ver películas ¿tus amigos van contigo?
" Sí, ¿vas a restaurantes caros? No, no vamos, no tenemos suficiente dinero.", ¿Sabías que mi tío es deportista? ¿Entrena todos los días?
En realidad entrena de lunes a viernes pero lo hace, no entrena los sabados ni domingos descansa esos dias que come
 para quedarse entonces come verduras y mucha fruta pero," Él no come hamburguesas, dulces, helados ni pizza."
" Él bebe cerveza? No, él no bebe cerveza"," Coca-Cola o cualquier cosa dulce, solo bebe leche y jugo de frutas."
 Estoy perdido ¿sabes dónde está el banco? Sí.," Gire a la izquierda aquí, siga ese camino aproximadamente una milla, el banco está en el centro comercial."
 centro no te lo puedes perder, No lo entiendo ¿podrías repetirlo de nuevo por favor?
 Gire a la izquierda en esta intersección y siga ese camino., Por aproximadamente una milla el banco está en el centro comercial
" Entonces giro a la izquierda en esta intersección, no en la siguiente, que es la derecha.", Gracias ¿sabes dónde está la estación de policía más cercana?
" La estación es sí, camina por esa calle.", y toma la tercera a la derecha y luego pasa el banco
 y el supermercado estará a tu derecha," Está al lado de la lavandería, así que bajo."
 giro a la derecha en la tercera calle luego paso el banco y el supermercado, y la comisaría está al lado de la lavandería
" Es correcto, probablemente podría encontrarlo, gracias por tu ayuda.", El tiempo no es un problema
" ¿Puedes decirme dónde está la panadería? Seguro, gira a la derecha aquí y baja.", unas cuatro cuadras y luego gira a la izquierda que es
" Warren Road, baja por allí y lo verás en el", lado izquierdo de la calle lo siento estoy perdido
 ¿Puedes repetir eso? Gira a la derecha y sigue por este camino., cuatro cuadras y luego gire a la izquierda en la intersección de
 Camina por Warren Road y llega a la panadería," Está en el lado izquierdo de la calle, gracias, ahora lo entiendo."
" Si no lo encuentras, pregúntale a alguien, gracias, has sido de gran ayuda.", disculpe estoy perdido ¿qué buscan mis amigos?
 Casa en la que vive: 3908 Rancliffe Road," Randcliff Sí, sigue por este camino hasta llegar al segundo."
" intersección, gira a la derecha y luego sigue por ese camino",hasta la gran intersección y girar a la izquierda
" Rand Cliff es tu primera calle a la izquierda, así que si la tengo, voy por esta calle.", y en la segunda intersección gire a la derecha
 Luego sigo hasta llegar a una gran intersección., Y Rand Cliff está a la derecha. Ahora gira a la izquierda en la intersección.
" Y Randcliff estará a tu izquierda. Está bien, esto ha sido muy útil, gracias.", Lamento interrumpirte.
 Pero me preguntaba cómo llego al hospital de Saint Paul.," Desde aquí es bastante lejos, conduzca por esta carretera y luego gire a la izquierda en"
 el centro comercial que estara en warren road lo sabes, el nombre del centro comercial se llama
" Plaza de la ciudad, gracias. Entonces, ¿qué hago? Bueno, voy a Warren.", Carretera por unas cuatro millas y luego gira a la derecha.
" En la avenida Rushmore, el hospital estará cerrado por Rushmore."," Una milla a tu izquierda, ¿de acuerdo?"
" Creo que ahora lo entiendo, buena suerte."," Disculpe soy nuevo aquí, ¿hay un banco en la esquina de Bradley Boulevard?"
"Um, sí, um, sigue por este camino hasta llegar a la intersección de", Bradley y Wilson están en esa intersección.
" ¿Está lejos? No, tardarás unos tres o cuatro minutos en llegar.", gracias me ha sido de mucha ayuda no lo mencione
" Buena suerte, discúlpeme, pero creo que estoy perdido.", ¿A quién estás tratando de ir a la estación de policía?
 Simplemente baja por la calle y gira la segunda a la izquierda., Tendrás que caminar por esa calle aproximadamente un kilómetro.
 Y la estación de policía está frente a Robinsons.," Bien, entonces eso es aquí abajo y luego gira a la izquierda en el segundo bloque y luego"
 Baja por la carretera aproximadamente un kilómetro y está," Lo opuesto de Robinson, eso es todo, gracias."
" Hola oficina de turismo, ¿puedo ayudarte? Sí, ¿qué eventos especiales tenéis?", Hoy bueno tenemos la exhibición de biología marina en el acuario.
 ¿Dónde está eso? Está en Pasadena Boulevard. ¿Cuándo abre la exhibición? Está abierta.," De nueve a cinco y la entrada cuesta siete dólares, pero los niños entran gratis."
"Bueno, sí, gracias por su ayuda. Hola, ¿cómo puedo ayudarlo señor?", ¿A dónde me sugieres ir? ¿Qué te gusta?
" Me gusta mucho el arte contemporáneo, prueba la galería de arte nacional.", ¿Dónde está? Baja por este camino y luego gira a la izquierda.
 Esta en el lado derecho de la calle ¿donde giro a la izquierda?," En Los Alamos Boulevard, ¿está abierto todos los días?"
 Está abierto todos los días excepto los lunes que cierra a las 6 pm., ¿La entrada es gratuita? Cuesta cuatro dólares entrar.
" Gracias, ¿dónde es un buen lugar para llevar a mis hijos?"," Te sugeriría el museo de ciencias, suena bien, ¿cómo llego?"
 Museo de la ciencia: tome el metro hasta la estación West End., Luego ve a la derecha en Bolton Road y gira a la izquierda.
" No te lo puedes perder cuando giro a la izquierda ah, gira a la izquierda en la intersección con", El banco nacional de ahorros de la esquina ¿es gratis para niños menores de 18 años?
 12 son gratis pero son 390 para adultos hay una buena," Colección de dinosaurios en exhibición ahora. Estoy seguro de que a mis hijos les encantará, gracias."
"Hola oficina de turismo para vuestra ayuda, ¿puedo ayudaros?"," Sí, ¿podrías decirme algunos lugares famosos o eventos especiales que suceden en San Francisco?"
 Francisco este fin de semana te gustaría algo turístico o fuera de lo común, El camino trillado. Este es mi primer viaje a San Francisco.
" Entonces algo turístico estaría bien, bueno, está el muelle de pescadores.", festival de artesania el viernes sabado y domingo eso suena bien
 ¿Cuál es la mejor manera de llegar? ¿Quieres ir en autobús?, ¿Estoy seguro de qué autobús me lleva a Fisherman's Wharf?
" El 109 te llevará allí, qué hay para ver bien."," Allí se celebra el festival, así como numerosos restaurantes y tiendas famosos."
" Suena emocionante, gracias, eres bienvenido, disfruta tu estadía."," Hola Debbie, ¿cómo van las cosas en tu nuevo hogar?"
" Bien, realmente me gustaría ir a la universidad en Nueva York."," ¿Ya ha comenzado el semestre? Sí, aunque estoy ocupado."
 ¿Todavía tienes tiempo para practicar el canto? Claro que voy a la universidad los lunes.,miércoles y viernes solo tres días sí los martes y
" Los jueves trabajo en un restaurante, los sábados practico canto y los sábados...", Los domingos limpio mi apartamento ¿cuándo tienes tiempo para estudiar? estudio
" Todas las noches, ¿qué estudias en la escuela? Yo estudio matemáticas.", los lunes y estudio ciencias los martes
" ¿Estudias inglés? Sí, estudio inglés los miércoles.", Los jueves estudio historia y los viernes estudio
 Música ¿Qué estudias? Mi horario es como el tuyo los lunes., Estudio matemáticas y los jueves estudio historia.
 pero los martes estudio inglés y los miércoles estudio," Música ¿Qué estudias los viernes? Yo estudio ciencias. Hmm, eso es."
 Interesante los lunes ambos estudiamos matemáticas, estudiamos historia los jueves ¿qué haces los sábados?
 Voy al cine con mi hermana y luego voy al centro comercial con mi," Novio, ¿qué haces los domingos? Voy a la"
 parque para hacer ejercicio despues voy a una discoteca con,"Mis amigos, ¿qué hacen sus amigos en la red?"
 Los fines de semana mis amigos van a la biblioteca y estudian, los sabados los domingos van de compras el domingo
 Por las noches todos vamos a una discoteca ¿vas a?," fiestas sí, vamos a fiestas los viernes por la noche"
" ¿A tu novio le gusta la música? Sí, escucha rock, jazz y rap.", Todos los días también escucha música en internet.
 ¿Ve películas o televisión los domingos? Ve películas conmigo., Él mira televisión después de la escuela. Yo miro televisión los fines de semana. ¿Escuchas?
 Música en internet no escucho la radio escucho, Música country y clásica
 ¿Qué hacen tú y tus amigos en el campamento de verano?, Nos levantamos por la mañana y desayunamos.
" Luego trotamos por las tardes, yo nado, pero mis amigos bailan. ¿Tu hermana va?", al campamento de verano contigo sí ella corre con nosotros por las mañanas y
 Ella nada conmigo por las tardes ¿Qué hace tu hermana por la noche?,En el campamento de verano canta canciones y toca la guitarra.
 Con sus amigas ven películas pero ella solo mira, comedias donde trabaja tu marido el trabaja
 Para una aerolínea viaja a muchos lugares seguro, Todos los lunes por la mañana vuela a Los Ángeles y regresa a casa el martes.
 Por la tarde viaja el miércoles también, Los miércoles por la noche conduce hasta Washington DC y vuela a
 Florida regresa a casa el viernes por la tarde que," ¿Qué hace los fines de semana? Veamos, ¿los sábados por la mañana lo hace?"
 Los niños van a la práctica de fútbol y por las tardes juega al tenis con, Sus amigos ¿qué pasa con ellos por la noche los sábados por la noche?
 Todos vamos a ver un partido de baloncesto. ¿Te gusta vivir en la India? Sí.," Pero aquí es muy diferente, me levanto muy temprano todos los días y limpio la casa."
 Luego cocino el desayuno para mis hijos y mi marido los lleva a la escuela., luego se va a trabajar donde esta tu marido
" Trabaja en la India, trabaja para el Banco Mundial.",Durante el día hago compras y estudio hindi. ¿Qué haces por la noche? Por la noche tenemos...
 cenar y ver la television ¿que estas estudiando este semestre?, Los lunes estudio ciencias y los martes estudio historia.
 Estudio inglés los miércoles y estudio matemáticas los jueves., ¿Qué estudias los viernes? Yo estudio música los viernes.
 ¿Qué haces todos los días? Todos los días me despierto temprano en la mañana., luego limpio la casa cocino el desayuno ¿qué haces por las tardes?
" Yo corro y nado, ¿tú bailas? Yo bailo por la noche.", ¿Qué más haces por la noche? Miro televisión y ceno.
" ¿Vas de compras los domingos? No, yo voy de compras los sábados.", ¿Qué más haces los fines de semana? Voy a la biblioteca y estudio los sábados.
 Por las noches quedo con amigos y voy al cine., ¿Qué te gusta hacer los domingos? Voy al parque.
" ¿Puedes contarme sobre la casa, por favor?"," Es bastante pequeño, hay una pequeña sala de estar."
 cocina al lado hay dos dormitorios y un baño," La casa esta un poco amueblada, no hay muebles en la sala"
 pero en la cocina hay un refrigerador y una estufa, ¿Hay camas en los dormitorios? En un dormitorio hay una cama grande pero
 Ninguna en la otra es la casa de un piso o de dos pisos, Hay una casa de un piso. ¿Puedes contarme algo sobre la casa?
" Hay dos dormitorios, un baño, una cocina y un comedor."," ¿Cómo son los dormitorios? Bueno, hay una cama, una lámpara y una cómoda."
 cajones hmm suena bien en el baño," Hay un baño y una ducha, genial, ¿te gustaría verlo?"
 ¿Puedes contarme un poco sobre la habitación?, Me encantaría que sea una habitación grande y esté parcialmente amueblada.
 ¿Hay un baño también? Seguro que en el baño hay una bañera grande., y un baño ¿hay ventanas en el dormitorio?
" Sí, hay dos ventanas. También hay cortinas. ¿Hay alguna?", muebles en el dormitorio
"No, no hay nada bien. ¿Cuándo puedo ir a verlo?", como es el apartamento bueno esta completamente amueblado tiene una
 sala de estar un baño grande una cocina pequeña, y un dormitorio lo que hay dentro de la cocina la cocina tiene fregadero refrigerador
 un armario para tus platos y una estufa hay un horno dentro de la cocina no, No tiene horno pero si microondas
 veo cuéntame sobre la sala la sala tiene un sofá azul dos, sillas grandes una mesa de café
 y una television puedes describir el lugar," Hay tres dormitorios, una sala de ordenadores, un comedor y una cocina."
" ¿La casa tiene baños? Sí, lo olvidé, tiene un baño en cada una.", dormitorio wow ¿esta casa tiene muebles?
 Hay algunos muebles en la sala de computadoras y el comedor.," ¿Tiene computadora? No, no tiene, pero tiene televisión."
 estéreo un escritorio y una mesa cuéntame sobre eso es una hermosa casa antigua, Cuando entras a la casa verás una sala de estar.
¿Hay algún mueble en la sala de estar?, La casa no tiene muebles al lado del salón hay una cocina.
 Luego entre la cocina y la sala hay una escalera.," Entonces hay dos pisos, sí, eso es correcto en el segundo piso."
 Hay un dormitorio enfrente y un baño., y un estudio hay un armario en el dormitorio
" Sí, lo hay. Es bastante agradable.", Cerca de la puerta está la sala familiar y la cocina.
" Veo que arriba están los dormitorios, frente al dormitorio principal están los", escaleras y un baño pequeño tiene ventanas si
 Hay dos ventanas en el dormitorio principal y una, en el otro dormitorio genial hay alguna lampara o armario
" Sí, hay un armario en cada dormitorio y uno cerca de la puerta, dime cuál es.", El apartamento es como si fuera grande y parcialmente amueblado.
" ¿Hay una cocina? Sí, pero es bastante pequeña. También hay una", ¿Hay ventanas en el baño y el dormitorio?
el dormitorio seguro creo que hay dos hay alguno, muebles en el dormitorio hay una cama pero eso
 ¿Es todo lo que hay en el dormitorio?," Veamos, sí, hay una cama, un escritorio y un armario."
 ¿El resto de la casa tiene muebles?, No hay ninguno en el baño pero el salón está amueblado.
" ¿La sala tiene sofá? Seguro que tiene un sofá, tres sillas y una mesa de café.", mesa hay un televisor en la sala
 Um lo siento no hay ninguno, como es la casa en el primer piso habia una cocina
" ¿Hay un refrigerador en la cocina? Sí, y al lado de la cocina hay un comedor.", Habitación que esta arriba tenemos dos dormitorios
 y un baño es el baño del dormitorio principal no está al otro lado, el pasillo desde el dormitorio principal tenemos estudiante y estudio mi hija esta
 Soy un estudiante de secundaria y estoy estudiando en Oxford., universidad hasta un evento ella ama mucho a su papa
"Aunque tenga un evento muy estricto, vamos a tener un evento para recaudar fondos.", Este fin de semana tres comentarios y comentarios
 ¿Tienes algún comentario sobre esta imagen?, comenta que tipos de tiendas vienen en tu ciudad
" Cuarto, cierto y nuevo: suelo mascar chicle mientras estoy en el autobús.", nuevo nuestro primo tiene que descubrir un nuevo auto próximo secreto y secretaria
 Me contó sobre su relación secreta con ninguna mujer., Y la secretaria mi hermana trabaja como secretaria para una gran empresa.
 ¿Qué día es hoy? Normalmente tienes que preguntar esto si no lo recuerdas., bien ¿qué día es hoy? hoy no hoy ok hoy
 es martes ok es martes o es lunes es sabado es, martes o puedes decir en oración completa que es
 Hoy es martes otra vez ¿Qué día es hoy?," El martes número dos tenemos una cita el sábado, ¿no?"
" Ahora recuerda que nos unimos, tenemos el cielo, los tenemos a ellos y a este.",cita tengo una cita tengo una cita
 tenemos una cita el domingo ¿verdad? tenemos una cita eso significa, Vas a conocer a una persona porque eres
 Ya arreglé la hora para encontrarnos así se llama, un aw perdón una cita tenemos una cita
 el domingo cierto si eso es correcto si es correcto," Sí, eso es correcto. O no, el sábado. No, el sábado otra vez."
" Tenemos una cita el domingo, ¿no? Sí, es cierto. No, el sábado."," Número tres, ¿cuándo tenemos inglés? Recuerda la s y la h."
" Aquí decimos inglés, vale, no digas inglés.", o ingles o ingles esto es ingles
 ¿Cuándo tenemos inglés? Tenemos inglés los lunes y viernes.," Tenemos inglés los lunes y viernes, recuerda que eso se puede intentar."
" Por ejemplo, comienzas un semestre o un período.", y luego cada lunes cada viernes tienes
 la clase de ingles entonces hay que agregar los lunes," Como aquí y viernes es aquí, eso significa todos los lunes y todos los viernes."
Tenemos inglés los lunes y viernes o puedes decir en palabras sencillas tenemos, Inglés todos los lunes y viernes
" Tenemos inglés todos los lunes y viernes, mañana jueves es.", es mañana jueves si eso es correcto o no mañana es miércoles
" No, mañana es miércoles. Subrayo las palabras aquí que significan"," Puedes cambiar los días de la semana, ¿de acuerdo? Mañana jueves, sí, así es."
 texto, Clinica del Dr. Perkins ¿Cómo puedo ayudarle? No me siento bien.
" Me gustaría ver al Dr. Perkins, ¿cuál es el problema?"," ¿Tienes dolor de cabeza? Sí, lo tengo. ¿Tienes fiebre? Sí, lo tengo."
" ¿Tienes dolor de garganta? No, no tengo. ¿Puedes venir a ver al médico?"," Hoy a las 3 pm 3 en punto sí, está bien"
 ¿Qué pasa? Me caí de la bicicleta. ¿Estás bien?, No estoy seguro de que me duelan los dedos y las manos. ¿Te duele el pulgar?
" Ay, sí, ¿y tu codo? ¿Te duele?"," No, mi codo y mis brazos están bien, ¿tu espalda o tu...?"
" Los hombros duelen, no, pero",Me duele el pecho ¿cómo es que tu familia no está muy bien?
 ¿En serio que le pasa a mi marido? Tiene dolor de estómago., ¿Están bien tus hijos? ¿Cómo está tu hija?
 Ella tiene dolor de muelas y ¿qué pasa con tu hijo?, Él tiene dolor de cabeza
" ¿Qué te pasa? Me duele la cabeza. ¿Tienes una aspirina? No, no tengo.", cualquier aspirina pero tengo algunas de estas pastillas
" No, esos son para dolores de estómago. Déjame ver si Susan tiene algún medicamento."," ¿Tiene ella alguna? No, ella no tiene ninguna."
 Ahora también tengo dolor de espalda y tampoco tenemos ningún medicamento para eso.," Creo que tienes gripe, quizá deberías ir al médico."
 ¿Qué pasa? No creo que podamos ir a trabajar hoy., No nos sentimos bien ¿tienes dolor de estómago o una bolsa de pastel?
" No, no tengo huevos. ¿Tienes dolor de garganta?", o te duele el cuello no entonces porque no quieres ir a trabajar
 tengo fiebre y también tengo dolor de muelas y mary, tiene dolor de cabeza ¿cómo estuvo la escuela hoy? una locura la mayor parte de mi
"Los estudiantes estaban enfermos, ¿por qué no lo sé, Bobby?", tiene dolor de estómago y peter tiene dolor de espalda
 ¿Qué pasa con los demás? Donna tiene dolor de garganta., y un dolor de cuello melissa tiene dolor de muelas no te ves muy bien ¿estás bien?
 tengo dolor de cabeza doctor no me siento bien," ¿Qué pasa? Me duele la oreja, déjame echarle un vistazo."
" Bien, tienes una infección de oído. Buenos días, ¿cómo estás hoy?", No muy bien doctor me duele toda la cara me duelen los ojos me duelen los oidos y la nariz
" También te duele la boca. No, mmm, ¿te duele la barbilla o los labios?"," No me duele, pero también me duele la lengua."
 ¿Qué te pasó? Me caí en el barro. Tengo barro en todos mis dedos de los pies., Y las piernas parece que tus caderas también tienen barro.
 Quítate los zapatos que también tienes barro en los tobillos.," A mi hermano y hermana se les cayó un diente, ambos tienen barro."
 Por todo el cuerpo también adivinen qué estoy dibujando," No lo sé, no lo puedo ver, es un monstruo, un monstruo."
 ¿Cuántos brazos tiene? Tiene tres brazos., tiene tres manos cuantos dedos tiene tiene 18
 dedos cuantas piernas tiene no tiene, ¿Tienes piernas? ¿Puedo verlo seguro aquí?
" Buenos días, buenos días, ¿cómo estás? Estoy bien."," Gracias, ¿cómo estás? Estoy bastante bien, mi nombre es Patrick, ¿cuál es tu nombre?"
 Un placer conocerte Patrick. Mi nombre es Susan. Es un placer conocerte.," Susan, no te he visto antes, ¿vives?"
" Cercano, sí, me mudé aquí la semana pasada. Mi nombre es...", ¿Ron Mower está encantado de conocerte? Yo soy Stephanie.
 pullman vives cerca stephanie si mi," La casa está ahí en la esquina. ¿De dónde eres? Ron, yo soy de Texas."
" ¿Hay alguien sentado aquí? No, adelante, gracias por cierto."," Mi nombre es Ron, un placer conocerte. Yo soy Linda, ¿vienes aquí a menudo?"
" No recuerdo haberte visto antes, en realidad no, vengo aproximadamente una vez al mes."," No creo que nos hayamos conocido antes. Soy Ron. Hola Ron, soy Paul Manning."
"¿Qué te parece estar aquí? Es bastante agradable, las habitaciones del hotel son muy grandes."," Sí, ellos son. ¿Quién es ese hombre de allí?"
" Ese es Neil Manning, él es mi padre. Vamos, déjame presentarte."," Hola, mi nombre es Jeff. ¿Cómo te llamas? Mi nombre es Lily. Un placer conocerte, Jeff."
" ¿Esas personas son tu familia? No, son mis amigos, vamos a la escuela."," Juntos, disculpe, ¿nos hemos visto antes? Mire"
 familiar no creo cual es tu nombre, lo siento soy patrick como te llamas es un placer conocerte patrick yo soy jane
" Es un placer conocerte también Jane, ¿de dónde eres Patrick?"," Soy de Nueva York, no creo que nos hayamos conocido. Soy Patrick."
" Billings Hola Patrick, soy Mark MacArthur. ¿Estás listo?"," Por aquí Patrick no, yo soy de Nueva York."
" En realidad, ¿y tú? ¿De dónde eres?"," Yo también soy de Nueva York, en realidad, ¿en qué parte vivo, en Queens?"
" Vivo en Manhattan, tú eres Jimmy, ¿verdad? Lo siento, no lo soy.","Soy Mark MacArthur, me alegro de conocerte, Mark. Soy Susan Hamilton. ¿Has estado aquí?"
 marca larga no de hecho acabo de llegar realmente," Aún no he conocido a nadie, déjame señalarte algunas personas."
" Ves a ese hombre de cabello castaño, sí, es el señor Stewart y esa mujer...", ¿Es Susan Parker? ¿Quiénes son? ¿El presidente?
" Es una hermosa mañana, ¿no? Sí, seguro que lo es. Por cierto, soy Mark."," ¿Cómo estás, Mark? Soy Jane, es un placer conocerte."
" ¿Trabajas por aquí? Sí, trabajo en el edificio de al lado."," ¿Y trabajas aquí? Sí, trabajo en el piso 12."
" En el departamento de contabilidad estamos teniendo un clima maravilloso, ¿no?"," Sí, ha sido realmente agradable los últimos años."
" ¿Qué días vienes aquí a menudo? Sí, trabajo cerca de aquí, tienes suerte."," El paisaje es muy hermoso. ¿Es tu primera vez en Londres? Sí, lo sé."
" Estoy aquí de vacaciones, vivo y trabajo en Canadá, bueno, tengo que...", Me voy ahora adiós adiós
