pregunta,respuesta
kids are crying or climbing over you.,it is a flying zoo!
it is a flying zoo!,i wish i could afford first class seats.
i wish i could afford first class seats.,does not everybody?
some guy rowed across the atlantic ocean.,good for him.
good for him.,why would he do that?
why would he do that?,did he set a new record?
did he set a new record?,"yes, i think he did."
"yes, i think he did.","well, i guess that's why he did it."
"well, i guess that's why he did it.",what is the point?
what is the point?,now he has the world record!
now he has the world record!,"but someone's going to break it, so what good is it?"
"but someone's going to break it, so what good is it?","well, he can enjoy it while it lasts."
"well, he can enjoy it while it lasts.",i do not think he even got paid for it.
i do not think he even got paid for it.,some people do it just to do it.
i want to go on a cruise ship.,that sounds like fun. where do you want to go?
that sounds like fun. where do you want to go?,i want to cruise to hawaii.
i want to cruise to hawaii.,"that should be a nice trip. lots of fun, and lots of food."
"that should be a nice trip. lots of fun, and lots of food.",i have no idea how much it will cost.
i have no idea how much it will cost.,i think it depends on the season and on your cabin.
i think it depends on the season and on your cabin.,"well, of course i want to go when the weather is nice."
"well, of course i want to go when the weather is nice.","yes, you do not want to travel in winter storms."
"yes, you do not want to travel in winter storms.",and i want to get a big cabin with a view.
and i want to get a big cabin with a view.,are you going to travel alone?
are you going to travel alone?,"no, my sister and i will travel together."
"no, my sister and i will travel together.","well, you should go online and try to find a good deal."
i hate to fly.,because of all the security?
because of all the security?,"no, because it hurts my ears."
"no, because it hurts my ears.",what do you mean?
what do you mean?,"every time we land or take off, my ears hurt so much."
"every time we land or take off, my ears hurt so much.","that's just the altitude change, i think."
"that's just the altitude change, i think.","whatever it is, it hurts."
"whatever it is, it hurts.",cannot you take medicine or something for it?
cannot you take medicine or something for it?,"i've tried everything, but nothing works."
"i've tried everything, but nothing works.",have you tried earplugs?
have you tried earplugs?,"they do not work, either."
"they do not work, either.","well, be glad you are not a pilot."
spring break starts tomorrow.,are you going to go anywhere?
are you going to go anywhere?,i was thinking of driving to arizona.
i was thinking of driving to arizona.,to the grand canyon?
to the grand canyon?,yes. i've never been there.
yes. i've never been there.,i was there when i was a kid.
i was there when i was a kid.,how did you like it?
how did you like it?,i loved it. i still remember how amazing it was.
i loved it. i still remember how amazing it was.,"I am sure i'll like it, too."
"I am sure i'll like it, too.",you should try riding a mule on a trail to the bottom.
you should try riding a mule on a trail to the bottom.,no way! i do not want to fall to my death.
no way! i do not want to fall to my death.,do not worry. only one person has ever fallen off a mule.
that hotel was terrible.,the worst in the whole world.
the worst in the whole world.,the walls were so thin.
the walls were so thin.,all day long we heard tvs or telephones.
all day long we heard tvs or telephones.,all night long we heard people snoring.
all night long we heard people snoring.,housekeeping did not give us fresh towels.
housekeeping did not give us fresh towels.,room service brought us a cold dinner.
room service brought us a cold dinner.,our nonsmoking room stunk of cigarette smoke.
our nonsmoking room stunk of cigarette smoke.,our room was right next to the elevator and the ice machine.
our room was right next to the elevator and the ice machine.,they added phony charges to our bill.
they added phony charges to our bill.,how did we end up in that terrible hotel?
how did we end up in that terrible hotel?,the travel agent gave us a 50-percent discount!
i have to hang up. I am so sleepy.,it is not even 10 o'clock.
it is not even 10 o'clock.,I am falling asleep on the phone.
I am falling asleep on the phone.,you got up real early.
you got up real early.,i had to take my friend to the airport.
i had to take my friend to the airport.,why did not you take a nap when you got home?
why did not you take a nap when you got home?,i did not get home until 30 minutes ago.
i did not get home until 30 minutes ago.,why is that?
why is that?,there was a bomb threat at the airport.
there was a bomb threat at the airport.,only a threat?
only a threat?,"yes, but i was stuck there all day while they looked for the bomb."
"yes, but i was stuck there all day while they looked for the bomb.",someday the bomb is going to be for real.
"my dad went to washington, d.c.",why did he do that?
why did he do that?,"he was invited, along with about 90 other veterans."
"he was invited, along with about 90 other veterans.",who invited them?
who invited them?,some private organization.
some private organization.,why did they invite him?
why did they invite him?,to thank him and all the other soldiers who served in world war ii.
to thank him and all the other soldiers who served in world war ii.,that's very nice.
that's very nice.,my dad got to see the beautiful new world war ii monument.
my dad got to see the beautiful new world war ii monument.,that trip must have cost a lot of money. 
that trip must have cost a lot of money. ,he said all the money came from private donations.
"that was a great trip to washington, d.c.","tell me about it, dad."
"tell me about it, dad.",about 90 of us world war ii veterans got on the plane at 8 a.m.
about 90 of us world war ii veterans got on the plane at 8 a.m.,how long was the flight?
how long was the flight?,it only took about two hours.
it only took about two hours.,did you take pictures at the world war ii monument?
did you take pictures at the world war ii monument?,"oh, yes. we all took lots of pictures."
"oh, yes. we all took lots of pictures.",then you flew back home that evening?
then you flew back home that evening?,"yes. when we landed, tv reporters and the army band were there."
"yes. when we landed, tv reporters and the army band were there.",that must have made you feel really special.
that must have made you feel really special.,"oh, it did. there were about 300 people there to honor us."
"oh, it did. there were about 300 people there to honor us.","well, you all deserve it. you helped save our country."
i need a job.,i thought you had a job.
i thought you had a job.,i did.
i did.,what happened?
what happened?,i got laid off.
i got laid off.,that's terrible! when did it happen?
that's terrible! when did it happen?,i got laid off last week.
i got laid off last week.,just you?
just you?,"no, ten of my coworkers got laid off, too."
"no, ten of my coworkers got laid off, too.",what are you going to do?
what are you going to do?,I am looking in the newspaper for a job.
I am looking in the newspaper for a job.,good luck!
"before you go to that interview, check yourself.",what is to check?
what is to check?,are your nails clean?
are your nails clean?,"yes, they are."
"yes, they are.",did you double-check your nose and teeth?
did you double-check your nose and teeth?,"they are clean, too."
"they are clean, too.",did you shine your shoes?
did you shine your shoes?,my shoes are shined.
my shoes are shined.,do your socks match?
do your socks match?,of course they match.
of course they match.,"no, they do not. one is black and one is dark blue."
"no, they do not. one is black and one is dark blue.",yikes! thank you.
life is hard.,it sure is.
it sure is.,i thought school was hard.
i thought school was hard.,"me, too. i couldn't wait to graduate."
"me, too. i couldn't wait to graduate.","but now work is hard, too."
"but now work is hard, too.",i agree. work is just as hard as school.
i agree. work is just as hard as school.,sometimes i wish i was back in school.
sometimes i wish i was back in school.,"me, too. school was fun."
"me, too. school was fun.",and it was only 12 years.
and it was only 12 years.,it went by pretty fast.
it went by pretty fast.,but work goes on forever!
but work goes on forever!,we have to work for 30 years!
I am sleepy.,so am i.
so am i.,i had a long day.
i had a long day.,so did i.
so did i.,i did not even have lunch.
i did not even have lunch.,neither did i.
neither did i.,i was busy the whole day.
i was busy the whole day.,so was i.
so was i.,i had to bring work home with me.
i had to bring work home with me.,i did too.
i did too.,your day was just like mine.
your day was just like mine.,of course it was. we work together!
i do not like my job.,what do you do?
what do you do?,I am a babysitter.
I am a babysitter.,is that a lot of work?
is that a lot of work?,babies cry all the time.
babies cry all the time.,you have to change their diapers.
you have to change their diapers.,i have to feed them.
i have to feed them.,are you looking for another job?
are you looking for another job?,"no, I am looking for another family."
"no, I am looking for another family.",another family?
another family?,a family with only one baby.
a family with only one baby.,that's a good idea.
i need a job.,what was your last job?
what was your last job?,i was a painter.
i was a painter.,what happened?
what happened?,i got laid off because there was no work.
i got laid off because there was no work.,what else can you do?
what else can you do?,I am a handyman.
I am a handyman.,can you fix a dripping faucet in a kitchen sink?
can you fix a dripping faucet in a kitchen sink?,of course.
of course.,then i have a job for you in my kitchen.
then i have a job for you in my kitchen.,it will cost you only $20 plus parts.
it will cost you only $20 plus parts.,okay. that sounds like a fair price.
what would you do if you lost your job?,i have no idea. i've been here for 20 years.
i have no idea. i've been here for 20 years.,do you have any other skills?
do you have any other skills?,"well, i know how to flip hamburgers."
"well, i know how to flip hamburgers.",no one would hire you to flip hamburgers.
no one would hire you to flip hamburgers.,have you heard something that you are not telling me?
have you heard something that you are not telling me?,what do you mean?
what do you mean?,are there going to be layoffs at this place?
are there going to be layoffs at this place?,i certainly hope not!
i certainly hope not!,"if you got laid off, you'd be flipping hamburgers, too."
"if you got laid off, you'd be flipping hamburgers, too.","oh great, we could both work at burger king."
"oh great, we could both work at burger king.","maybe we'd get laid off there, too."
do your students ever talk about their jobs?,"yes, and they ask me what jobs are the best."
"yes, and they ask me what jobs are the best.",i tell my students to become a teacher.
i tell my students to become a teacher.,teaching is a great job.
teaching is a great job.,it is the best job i've ever had.
it is the best job i've ever had.,what makes it so good?
what makes it so good?,"for me, it is the students."
"for me, it is the students.",what do you mean?
what do you mean?,i mean i have wonderful students.
i mean i have wonderful students.,that must be nice.
that must be nice.,teaching is the best part of my whole day.
teaching is the best part of my whole day.,you are a lucky man to have a job you love.
"boy, I am glad that job is finished.",how long did it take?
how long did it take?,"four hours, without a break."
"four hours, without a break.",it is always nice to finish a job.
it is always nice to finish a job.,"well, it is good and bad."
"well, it is good and bad.",what is bad about it?
what is bad about it?,"when you finish, all you do is start another job!"
"when you finish, all you do is start another job!","yes, that's right. it does get boring."
"yes, that's right. it does get boring.","especially if it is the same work, over and over."
"especially if it is the same work, over and over.",but that's what most people do.
but that's what most people do.,"yes, i guess most of us are stuck in a routine."
"yes, i guess most of us are stuck in a routine.",i wonder if there is any job that you do not repeat over and over.
i think i have the worst boss in the world.,what makes him so bad?
what makes him so bad?,he has rude and he yells a lot.
he has rude and he yells a lot.,that's hard to take.
that's hard to take.,i've never heard him say please or thank you.
i've never heard him say please or thank you.,he sounds like a real jerk.
he sounds like a real jerk.,no one at work likes him.
no one at work likes him.,cannot you report him to his supervisor?
cannot you report him to his supervisor?,"of course not. if i do that, i'll lose my job."
"of course not. if i do that, i'll lose my job.","yes, they do not like troublemakers or complainers."
"yes, they do not like troublemakers or complainers.","i cannot quit, because I am making a good salary."
"i cannot quit, because I am making a good salary.",you should not choose money over happiness.
what are we going to do?,about what?
about what?,about finding a job for me.
about finding a job for me.,you do not need a job. i make enough money for both of us.
you do not need a job. i make enough money for both of us.,that does not matter. i do not want to sit around.
that does not matter. i do not want to sit around.,"okay, what kind of job do you want?"
"okay, what kind of job do you want?",I am not sure.
I am not sure.,"well, you should do something that you enjoy."
"well, you should do something that you enjoy.",i enjoy selling. i was born to sell.
i enjoy selling. i was born to sell.,"okay, what do you want to sell?"
"okay, what do you want to sell?",cigarette lighters. i'll make a fortune.
cigarette lighters. i'll make a fortune.,but you hate cigarettes and you hate smoking!
a new hotel is looking for workers.,"yes, i saw it on the tv news."
"yes, i saw it on the tv news.",they need 300 new workers.
they need 300 new workers.,"and 4,000 people showed up."
"and 4,000 people showed up.",so many people are out of work.
so many people are out of work.,"i still have my job, thank goodness."
"i still have my job, thank goodness.","so do i, but I am worried."
"so do i, but I am worried.",me too. there are no guarantees.
me too. there are no guarantees.,"if you lose your job, you can move in with me."
"if you lose your job, you can move in with me.","oh, thank you. that's very nice of you."
"oh, thank you. that's very nice of you.",you would do the same for me.
you would do the same for me.,of course. what are friends for?
i think i did something real stupid.,what did you do?
what did you do?,i bought some stock.
i bought some stock.,everybody buys stock.
everybody buys stock.,i bought it on a hunch.
i bought it on a hunch.,you did not read about the company first?
you did not read about the company first?,i did not have to. it is been in business for 60 years.
i did not have to. it is been in business for 60 years.,so what is the problem?
so what is the problem?,i used all my savings on this one company.
i used all my savings on this one company.,you put all your eggs into one basket.
you put all your eggs into one basket.,"if the company goes out of business, i'll have nothing."
"if the company goes out of business, i'll have nothing.","oh, you'll have somethingyou'll have a lesson you'll never forget!"
i was going to be a doctor.,what happened to your plans?
what happened to your plans?,i got a d in college chemistry.
i got a d in college chemistry.,"well, a d is better than an f."
"well, a d is better than an f.",a tutor helped me get the d!
a tutor helped me get the d!,"so, you did not become a doctor."
"so, you did not become a doctor.",and now I am glad that i did not.
and now I am glad that i did not.,why's that?
why's that?,a hospital is the most dangerous place in the world.
a hospital is the most dangerous place in the world.,"oh, yes, because of all the killer germs."
"oh, yes, because of all the killer germs.","if you are a smart doctor, you stay away from hospitals."
"if you are a smart doctor, you stay away from hospitals.","yes, the smart doctors are those tv news doctorsno hospitals, no patients."
i want to be a mail carrier when i grow up.,why?
why?,because you get to meet a lot of people.
because you get to meet a lot of people.,you sure do.
you sure do.,and you get a lot of exercise every day.
and you get a lot of exercise every day.,that's the truth.
that's the truth.,and you get to play with a lot of dogs.
and you get to play with a lot of dogs.,"well, you are supposed to be working."
"well, you are supposed to be working.","yes, but i will always pet the friendly dogs."
"yes, but i will always pet the friendly dogs.",what about the unfriendly dogs?
what about the unfriendly dogs?,"i think if you are friendly to dogs, they are friendly to you."
"i think if you are friendly to dogs, they are friendly to you.",dogs are like peoplenot all of them are friendly.
i want to move to new york.,to the state or the city?
to the state or the city?,"to the city, of course."
"to the city, of course.",why do you want to move there?
why do you want to move there?,because i want to make a lot of money.
because i want to make a lot of money.,there are a lot of poor people in new york.
there are a lot of poor people in new york.,there sure areat least a million.
there sure areat least a million.,so how do you plan to become rich?
so how do you plan to become rich?,i will knock on the doors of all the corporations.
i will knock on the doors of all the corporations.,that will not make you rich. nobody will talk to you.
that will not make you rich. nobody will talk to you.,i will keep knocking on doors.
i will keep knocking on doors.,all you will get is sore knuckles.
i love salads.,me too.
me too.,i usually eat a simple salad.
i usually eat a simple salad.,what do you put in it?
what do you put in it?,"just lettuce, tomato, and celery."
"just lettuce, tomato, and celery.",that's it?
that's it?,i add some pepper and salt.
i add some pepper and salt.,i always put cheese in my salads.
i always put cheese in my salads.,"yes, cheese is nice."
"yes, cheese is nice.",what kind of dressing do you use?
what kind of dressing do you use?,i pour lots of french dressing on top.
i pour lots of french dressing on top.,me too. french dressing is so delicious! who cares about calories?
i love cheese.,me too.
me too.,where does cheese come from?
where does cheese come from?,it comes from cows.
it comes from cows.,"so we get cheese from cows, and we get milk, too?"
"so we get cheese from cows, and we get milk, too?","yes, we do."
"yes, we do.",what else do we get from cows?
what else do we get from cows?,we get hamburgers and steak.
we get hamburgers and steak.,"oh, that's so delicious."
"oh, that's so delicious.",we also get leather.
we also get leather.,"we get a lot of things from cows, do not we?"
"we get a lot of things from cows, do not we?",yes. a cow is man's best friend.
i used to work in a deli.,how did you like it?
how did you like it?,i loved it!
i loved it!,did you get free food?
did you get free food?,i ate free cheese and meat every day.
i ate free cheese and meat every day.,that sounds like a great job.
that sounds like a great job.,"whatever a customer ordered, i sliced off a little more for me."
"whatever a customer ordered, i sliced off a little more for me.",did you get fat?
did you get fat?,"no, but i did put on a few pounds."
"no, but i did put on a few pounds.",that sounds like a dream job.
that sounds like a dream job.,"it was, until one day my manager caught me."
"it was, until one day my manager caught me.","no more free cheese for you, huh?"
I am on a new diet.,what are you eating now?
what are you eating now?,i switched from pasta to potatoes.
i switched from pasta to potatoes.,why did you do that?
why did you do that?,pasta is processed food. potatoes are natural food.
pasta is processed food. potatoes are natural food.,natural food has more vitamins.
natural food has more vitamins.,and it is just as easy to prepare.
and it is just as easy to prepare.,how do you prepare the potatoes?
how do you prepare the potatoes?,"i wash them, and then steam them for 15 minutes."
"i wash them, and then steam them for 15 minutes.",that's pretty simple.
that's pretty simple.,"then i add butter, salt, and pepper."
"then i add butter, salt, and pepper.",can i have all those cans of tomato sauce you bought for your pasta?
my girlfriend's mom got mad at me at the dinner table.,why was that?
why was that?,i sprinkled salt and pepper on the food before i tasted it.
i sprinkled salt and pepper on the food before i tasted it.,what is the matter with that?
what is the matter with that?,her mom is a great cook.
her mom is a great cook.,"so, a little salt and pepper never hurt anything."
"so, a little salt and pepper never hurt anything.",it hurt her feelings.
it hurt her feelings.,oh.
oh.,"i apologized to her, but i could tell she was still upset."
"i apologized to her, but i could tell she was still upset.",maybe you should not eat there again.
maybe you should not eat there again.,I am sure everything will be okay in a day or two.
I am sure everything will be okay in a day or two.,it is your girlfriend's fault. she should have warned you.
i eat the same thing every day.,you are kidding.
you are kidding.,"no, I am serious."
"no, I am serious.",does not that get old?
does not that get old?,"no, because I am eating food that i like."
"no, because I am eating food that i like.",but the same thing day after day gets old.
but the same thing day after day gets old.,"well, i guess if it ever does get old, i'll change to something different."
"well, i guess if it ever does get old, i'll change to something different.",do you eat fruits and vegetables every day?
do you eat fruits and vegetables every day?,"no, i hate vegetables."
"no, i hate vegetables.",but you eat fruits.
but you eat fruits.,"i eat two apples, one banana, and one orange every day."
"i eat two apples, one banana, and one orange every day.","well, there's nothing wrong with that."
there's something wrong with my orange.,what is wrong?
what is wrong?,it is not orange!
it is not orange!,your orange is not orange?
your orange is not orange?,"no, it is dark pink!"
"no, it is dark pink!",are you sure? i never heard of such a thing.
are you sure? i never heard of such a thing.,"i just peeled it, and I am looking at it right now."
"i just peeled it, and I am looking at it right now.","let me see. yes, you are right. your orange is pink."
"let me see. yes, you are right. your orange is pink.",who ever heard of such a thing?
who ever heard of such a thing?,"oh, look. here's the little sticker that was on it. it is called a pink navel."
"oh, look. here's the little sticker that was on it. it is called a pink navel.",what is this world coming to?
what is this world coming to?,who knows? maybe soon we'll have pink bananas.
i love peanuts.,"me, too. i love them roasted and salted."
"me, too. i love them roasted and salted.",i love boiled peanuts.
i love boiled peanuts.,boiled? i never heard of that.
boiled? i never heard of that.,just boil raw peanuts in salt water until the shells are soft.
just boil raw peanuts in salt water until the shells are soft.,i'll have to try them sometime.
i'll have to try them sometime.,they are best when they are hot.
they are best when they are hot.,my brother is allergic to peanuts.
my brother is allergic to peanuts.,that's not good.
that's not good.,"no, it is not. he almost died when he was little."
"no, it is not. he almost died when he was little.",i guess he has to be very careful about what he eats.
i guess he has to be very careful about what he eats.,he has a very strict diet.
I am gaining weight.,how much have you gained?
how much have you gained?,three pounds just this month.
three pounds just this month.,do you know why?
do you know why?,i think it is the ice cream.
i think it is the ice cream.,you started eating ice cream?
you started eating ice cream?,it was on sale.
it was on sale.,how much did you buy?
how much did you buy?,i filled up my freezer with ice cream.
i filled up my freezer with ice cream.,"well, it will not last forever."
"well, it will not last forever.","no, i figure i'll finish it all by next week."
"no, i figure i'll finish it all by next week.","then you can start losing weight, if there is not another sale."
I am stuffed.,of course you are. you ate everything on the table.
of course you are. you ate everything on the table.,i do not like to eat leftovers.
i do not like to eat leftovers.,I am glad to hear there's something you do not like to eat.
I am glad to hear there's something you do not like to eat.,i like my food hot and fresh.
i like my food hot and fresh.,you like to see it disappear.
you like to see it disappear.,i do not like it reheated.
i do not like it reheated.,"well, you'll have hot fresh food tomorrow night."
"well, you'll have hot fresh food tomorrow night.",I am so full I am going to burst.
I am so full I am going to burst.,you should loosen your belt.
you should loosen your belt.,i already loosened my belt and unbuttoned my pants.
i already loosened my belt and unbuttoned my pants.,"well, do not stand up, please."
i saw what you did.,i did not do anything.
i did not do anything.,"oh yes, you did."
"oh yes, you did.",what are you talking about?
what are you talking about?,you know what I am talking about.
you know what I am talking about.,i do not have any idea.
i do not have any idea.,you know what you did.
you know what you did.,"maybe i know, but how could you know?"
"maybe i know, but how could you know?",because i was watching you.
because i was watching you.,"okay, I am sorry i did it."
"okay, I am sorry i did it.",do not drink milk out of the carton. use a glass!
do not drink milk out of the carton. use a glass!,i promise i'll never drink out of the carton again.
i like that shirt.,so do i.
so do i.,how much is it?
how much is it?,i do not know. the tag is missing.
i do not know. the tag is missing.,ask the clerk.
ask the clerk.,i will.
i will.,"oh, look. here's another shirt just like it."
"oh, look. here's another shirt just like it.",does it have a price tag?
does it have a price tag?,"yes, it does. it is only $20."
"yes, it does. it is only $20.",that's a great price.
that's a great price.,i think i'll buy both of them.
i think i'll buy both of them.,you'd better try them on first.
i bought you a pair of pants.,thank you.
thank you.,i hope they fit.
i hope they fit.,i hope you kept the receipt.
i hope you kept the receipt.,you think they will not fit?
you think they will not fit?,i think i've put on some weight.
i think i've put on some weight.,you think?
you think?,maybe a pound or two.
maybe a pound or two.,maybe four or five pounds?
maybe four or five pounds?,my waist is bigger than it was.
my waist is bigger than it was.,no problem. these pants have an elastic waistband.
no problem. these pants have an elastic waistband.,you are so smart!
what do we need to buy?,let me look at our list.
let me look at our list.,i know that we need milk.
i know that we need milk.,nonfat.
nonfat.,of course. what else?
of course. what else?,"we need cheese, bread, and ham."
"we need cheese, bread, and ham.",what kind of cheese?
what kind of cheese?,swiss.
swiss.,"of course, the cheese with holes in it."
"of course, the cheese with holes in it.",i never used to buy swiss cheese.
i never used to buy swiss cheese.,why not?
why not?,i did not want to pay for the holes.
i need some pants.,i thought you just bought a pair.
i thought you just bought a pair.,i did.
i did.,what is wrong with them so soon?
what is wrong with them so soon?,"the pants are fine, but the pocket has a huge hole in it."
"the pants are fine, but the pocket has a huge hole in it.",you should not carry your keys and pens in your pocket.
you should not carry your keys and pens in your pocket.,but that's what pockets are for.
but that's what pockets are for.,you should carry them in a purse.
you should carry them in a purse.,"I am a man, and men do not carry purses!"
"I am a man, and men do not carry purses!","well, you should buy pants with stronger pockets."
"well, you should buy pants with stronger pockets.",i would if i could find someone who makes strong pockets.
i would if i could find someone who makes strong pockets.,try a google search online.
what are those wipes for?,you use them to wipe the handle of the shopping cart.
you use them to wipe the handle of the shopping cart.,that's a great idea.
that's a great idea.,"yes, all the markets just started offering wipes to shoppers."
"yes, all the markets just started offering wipes to shoppers.",I am going to take five wipes.
I am going to take five wipes.,what do you need five of them for?
what do you need five of them for?,"one to wipe the handle, and the others to wipe the produce."
"one to wipe the handle, and the others to wipe the produce.",what is the matter with the produce?
what is the matter with the produce?,do you think the bananas fell from the sky?
do you think the bananas fell from the sky?,what do you mean?
what do you mean?,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges."
"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.","well, you better save a wipe for the dirty dollar bills you are going to pay with."
did you go to the 99 cents store?,"yes, i did."
"yes, i did.",what did you buy?
what did you buy?,"well, i got a lot of good deals, as usual."
"well, i got a lot of good deals, as usual.",like what?
like what?,"well, a dozen large eggs were only 99 cents."
"well, a dozen large eggs were only 99 cents.",that's a good deal.
that's a good deal.,and a one-pound tub of soft butter was the same price.
and a one-pound tub of soft butter was the same price.,another good deal.
another good deal.,but the best deal was five pounds of potatoes for 99 cents.
but the best deal was five pounds of potatoes for 99 cents.,i do not know how that store makes money.
i do not know how that store makes money.,"neither do i, but they are doing something right."
i need a new computer.,what is the matter with yours?
what is the matter with yours?,it is six years old.
it is six years old.,that's pretty old.
that's pretty old.,"it still works, but I am going to give it to a charity."
"it still works, but I am going to give it to a charity.",are you going to buy a desktop or laptop?
are you going to buy a desktop or laptop?,"oh, a laptop, of course."
"oh, a laptop, of course.",a pc or a mac?
a pc or a mac?,i have not decided yet.
i have not decided yet.,more and more people are using macs.
more and more people are using macs.,but 90 percent of the world uses pcs.
but 90 percent of the world uses pcs.,and that's not going to change anytime soon.
i got ripped off.,what happened?
what happened?,"i had a car problem, so i went online."
"i had a car problem, so i went online.",did you find a solution?
did you find a solution?,"yes, i did. a site i went to said they would send me the solution."
"yes, i did. a site i went to said they would send me the solution.","so, what is the problem?"
"so, what is the problem?","i sent them $20 using my credit card, but they never sent me the solution."
"i sent them $20 using my credit card, but they never sent me the solution.",what are you going to do?
what are you going to do?,i sent them an email asking for my money back.
i sent them an email asking for my money back.,have you heard from them?
have you heard from them?,not yet. it is been a week.
not yet. it is been a week.,"well, i guess that's a $20 lesson for you."
where's the pencil sharpener?,which one?
which one?,any one. i need to sharpen this pencil.
any one. i need to sharpen this pencil.,i think there's one on the dining room table.
i think there's one on the dining room table.,i already looked there.
i already looked there.,did you look in the desk drawer?
did you look in the desk drawer?,"yes, i looked there, too."
"yes, i looked there, too.",do not we have about five sharpeners?
do not we have about five sharpeners?,"yes, but they seem to have legs."
"yes, but they seem to have legs.",tomorrow I am going to buy an electric sharpener.
tomorrow I am going to buy an electric sharpener.,get one with the rubber suction cups on the bottom.
get one with the rubber suction cups on the bottom.,yes. that way it will stay where i put it.
I am trying to stretch my dollars.,how are you doing that?
how are you doing that?,i started shopping at the dollar store.
i started shopping at the dollar store.,that saves a lot of money.
that saves a lot of money.,i bought three pounds of potatoes for a dollar.
i bought three pounds of potatoes for a dollar.,that's a good deal.
that's a good deal.,"yes, even though some of the potatoes had eyes."
"yes, even though some of the potatoes had eyes.",just put them in the fridge.
just put them in the fridge.,"also, i bought a can of cheap coffee and a bag of good coffee."
"also, i bought a can of cheap coffee and a bag of good coffee.",why did you do that?
why did you do that?,i mixed them together.
i mixed them together.,"if the coffee still tastes okay, that's a good idea."
i really like this house.,can we afford it?
can we afford it?,they want 20 percent down.
they want 20 percent down.,that's a lot of money.
that's a lot of money.,but the house is so nice.
but the house is so nice.,it is in a great neighborhood.
it is in a great neighborhood.,it is close to the beach.
it is close to the beach.,it is close to the freeways.
it is close to the freeways.,it is got a big yard.
it is got a big yard.,"the kids love the house, too."
"the kids love the house, too.","if we do not buy it, someone else will."
"if we do not buy it, someone else will.",you are right. let's buy it now. we can worry later.
we cannot afford this house.,are you sure?
are you sure?,"we will be house rich, but cash poor."
"we will be house rich, but cash poor.",what do you mean?
what do you mean?,our monthly payments will be too high.
our monthly payments will be too high.,we will not have any money for other things?
we will not have any money for other things?,"no, we will not have money for gas or food."
"no, we will not have money for gas or food.",we'll be eating peanut butter sandwiches?
we'll be eating peanut butter sandwiches?,without the peanut butter!
without the peanut butter!,that's no good!
that's no good!,we have to find a cheaper house.
we have to find a cheaper house.,of course. we cannot live without gas or peanut butter.
that is a beautiful house.,i do not like it.
i do not like it.,what is the matter with it?
what is the matter with it?,it is on the corner.
it is on the corner.,so?
so?,that means it gets twice as much traffic.
that means it gets twice as much traffic.,you are right.
you are right.,"when you are inside, you will always hear cars stopping and stopping at the intersection."
"when you are inside, you will always hear cars stopping and stopping at the intersection.",or you'll hear the collision if someone does not stop.
or you'll hear the collision if someone does not stop.,or you'll see the collision if they crash into the house.
or you'll see the collision if they crash into the house.,let's find a house that's at the end of a dead end.
let's find a house that's at the end of a dead end.,"that's perfect. the less traffic, the better."
i hate looking for an apartment.,"me, too."
"me, too.",we have a 2 o'clock appointment to see the one on main street.
we have a 2 o'clock appointment to see the one on main street.,we'd better get ready to go.
we'd better get ready to go.,it is an upstairs unit.
it is an upstairs unit.,"that's good, because i do not want to live under people with loud feet."
"that's good, because i do not want to live under people with loud feet.",and it is a corner unit.
and it is a corner unit.,that's great. we will not have neighbors on both sides of us.
that's great. we will not have neighbors on both sides of us.,no pets are allowed.
no pets are allowed.,perfect. we do not have to listen to barking dogs.
perfect. we do not have to listen to barking dogs.,and there are only six units in the whole building.
and there are only six units in the whole building.,where's the checkbook? I am ready to rent it without even seeing it.
did you call the manager?,yes. he said he'd come over tomorrow.
yes. he said he'd come over tomorrow.,did he say what time?
did he say what time?,yes. he said he'd be here at 9 o'clock.
yes. he said he'd be here at 9 o'clock.,did he understand what the problem is?
did he understand what the problem is?,yes. i told him our doorbell does not work.
yes. i told him our doorbell does not work.,it should not take him long to fix it.
it should not take him long to fix it.,i do not even know why we need to fix it.
i do not even know why we need to fix it.,in case we have visitors.
in case we have visitors.,but they can just knock on the door.
but they can just knock on the door.,"actually, i want him to look at our carpet, too."
"actually, i want him to look at our carpet, too.","yes, it would be nice if he'd give us a new carpet."
do you like this house?,"yes, it is beautiful."
"yes, it is beautiful.",it is perfect for us and the kids.
it is perfect for us and the kids.,"three bedrooms, three bathrooms, and a big back yard."
"three bedrooms, three bathrooms, and a big back yard.",and we can afford it!
and we can afford it!,so are we going to buy it?
so are we going to buy it?,I am afraid not.
I am afraid not.,"it is too far from your job, is not it?"
"it is too far from your job, is not it?",i cannot spend four hours on the road every day.
i cannot spend four hours on the road every day.,"by the time you get home, you'll be too tired to even eat."
"by the time you get home, you'll be too tired to even eat.",i will not be able to play with the kids.
i will not be able to play with the kids.,"no, we have to find something closer to your job."
"boy, it is chilly outside, is not it?",it sure is.
it sure is.,"in fact, it is chilly in the apartment, too."
"in fact, it is chilly in the apartment, too.",let's turn on the heat.
let's turn on the heat.,i'll check to make sure that all the windows are shut.
i'll check to make sure that all the windows are shut.,it should be warmer in a few minutes.
it should be warmer in a few minutes.,it is so nice to have a heated apartment.
it is so nice to have a heated apartment.,how did they survive in the old days?
how did they survive in the old days?,they had fireplaces.
they had fireplaces.,someone had to chop the wood.
someone had to chop the wood.,and carry it into the house.
