pregunta, respuesta
" Adios, buen viaje"," Hola no, no tengo"
" Eso es imposible, lo acabo de sacar de mi bolsillo.", Lo tengo aquí no
 He tomado el tuyo," Matt se lo pasó genial en Barcelona y el vuelo le encantó, de hecho, le encantó."
 pensando en tomar lecciones de vuelo padre, padre papa
 Papá madre, madre mamá
 mamá padres, padres hermano hermano
 hermana hermana hermano menor hermana menor, hermano mayor hermana mayor hermana mayor hermano mayor
 hermano hermano, marido marido esposa
 Esposa hijo, hija o hija
 niño niños," Niños, ¿cuántas personas hay en tu casa?"
 Familia ¿Cuántas personas hay en tu familia? Hay seis personas en mi familia., Hay seis personas en mi familia ¿tienes hermanos y hermanas?
" ¿Tienes hermanos y hermanas? Sí, tengo dos hermanas y una.","Hermano, sí, tengo dos hermanas y un hermano."
" ¿Tienes hermanos y hermanas? No, no tengo. Soy hijo único. No, no tengo.", Soy hijo único número tres ¿qué hace tu hijo?
 ¿Es esto y qué hace tu hijo? Lo siento con s y y aquí en realidad," Puedes decir uh, enfermera aquí está ahora."
" Bien, ¿cuándo y por qué actuar juntos? Puedes decirlo.", esto esta bien ¿que hace tu? ¿que hace tu hijo?
" ¿Qué hace tu hijo? Tiene un ingeniero. Tiene un ingeniero. Bueno, eso es todo.", Todo por hoy volveré con la segunda parte del tema familia pronto nos vemos adiós
 texto, Esta es mi casa no es grande
 y no es pequeño pero me gusta," Aquí viven tres personas. Este es Matt. Hola, soy Matt."
" Este es David, hola, mi nombre es David.", y esa soy yo hola helen encantado de conocerte así que hay tres personas pero hay
 Son cuatro habitaciones así que hoy es el día de la entrevista., pero es muy tranquilo y amigable
" No se admiten perros, lo siento", 150 libras al mes genial
uh no 150 libras por semana," Lo siento, ¿de dónde eres de Edimburgo? Pero mis trabajos en Oxford son buenos."
 Esta es una linda casa gracias somos felices aquí," Está bien, está bien, estoy harto de esto."
 yo no fumo nosotros no fumamos, ¿Lo hacemos eh?
" No, no fumamos", Lo siento
 Esto es terrible ¿quién es el siguiente?, Su nombre es Jane y su número es ocho.
 ella tiene el ultimo," Sir Jane, cuéntenos sobre usted"
 te digo algo, Soy de Brighton y soy profesora de teatro.
" No fumo, me gustan las películas.", buena comida buena comida
" Sí, italiano, francés."," Chino, ¿cocinas?"
" Si, soy muy buena cocinera. ¿Tienes un perro?", Sin gato
" No, no hay animales"," ¿Tocas la batería, no?"
 el violín trombón, saxofón nada
" Eso es genial, Jane. Tu habitación es fantástica.", ¿Cuándo podrás mudarte la próxima semana?
 Esta semana mañana seguro," Bienvenido a 53 Blackwood Road, gracias."
 muchas gracias, Hay cuatro personas en la casa ahora y estoy muy feliz.
" Y Jane, bueno, a todos nos gusta.","Buenos días a todos, ¿qué es esto?"
 Es un video sobre mi nueva casa y mis nuevos compañeros de casa., Es para mi hermana allison
 ¿cierto? ¿está bien?," Sí, claro"
" Bien, Ally, esta es la cocina.", y quien es este di algo
 que paso a las siete de la mañana hable con mi hermana," Preséntate, adelante David"
" Hola, soy David y vengo de Manchester."," Soy abogado y trabajo en Oxford, eso es todo."
 ¿Qué cosas te gustan eh?, Me gusta mi trabajo
" Me gusta el fútbol, la natación, me gusta desayunar tranquilo y no me gusta"," Me gustan las cámaras de video y empiezo a trabajar a las ocho en punto, así que adiós."
" Adios David, muy bien, de verdad.", listo solo un minuto
" Hola, mi nombre es Helen y vengo de Londres.", pero vivo en oxford ¿qué más?
 ¿A qué te dedicas? Soy asistente de marketing para una, Empresa editorial en la que trabajo en Oxford.
 Pero a veces voy a la oficina de Londres. Normalmente voy a trabajar a las ocho en punto., Y llego a casa a las seis y media ¿es un buen trabajo?
Es un muy buen trabajo me gusta mucho, ¿Qué más me gusta? También me gustan las películas de buena comida.
" Voy al gimnasio los fines de semana y me gusta viajar, me encanta Francia y", España hablo un poco de francés y español
 ¿Qué cosas no te gustan tanto?, No me gusta el ruido y no me gustan los cigarrillos.
" Genial, de nada", ¿Dónde está Matt? Creo que Matthews todavía está en la cama.
 mate, mate
" Hola, soy Jane, ¿puedo entrar?", mate
 ¿Quieres estar en una película para mi hermana?, Solo di algo ¿de dónde eres?
" Matt, ¿de dónde eres?"," Birmingham, él es de Birmingham."
 ¿Qué pasa con tu gerente de taller?, Él tiene un gerente de tienda y trabaja en una tienda de juegos de computadora.
 A él le gustan los juegos de computadora Matt, ¿A ti te gustan los juegos de computadora y a él le gusta la música rock?
 y le encanta su colchoneta de cama," ¿A qué hora te levantas normalmente, a las siete y media?"
" Son las ocho, es miércoles, empiezo a trabajar a la una.", los miércoles a las 18:00
 mate, Es martes
Un comienzo perfecto para un día perfecto para Matthew., Así empezó otra noche emocionante en 53 Blackwood
 camino," Hola Julia, ¿cómo estás? Sí, claro."
 ¿Cuándo es tu cumpleaños el 4 de agosto?," Ese eres Leo, eres un león."
 ¿Qué pasa? Nada, ¿Y tú? Mi cumpleaños es el 16 de marzo. Soy una
 Piscis el pez ahora," Entonces, ¿cuál es el signo del horóscopo para este mes?"
 que la primera parte sea tauro el toro, Entonces James Ball es el cumpleaños de Jane este mes.
 Cuando el 13," El 13 de mayo es el 11 de mayo, hoy es en dos días."
 ¿Estás seguro de que eso es lo que dijo?, ¿No escuchaste?
 El sábado es el cumpleaños de Jane. ¿Por qué no hacemos una fiesta?," En dos días sí, una fiesta sorpresa."
" Buena idea, ¿verdad?", ¿Cuántas personas solo nosotros cuatro?
 comida el pastel, algo para beber regalos
" Bien, hagamos una lista de compras.", eso es todo
" Eso se ve genial, ¿dónde lo conseguiste? Lo compré en Pascals, ¿sabes? Al lado de...",el banco cuanto fue fueron 15 libras
 ¿Conseguiste las velas? No conseguiste las velas que conseguí.," Gracias ¿cuándo llega Jane a casa, generalmente a las seis y media después de su partido?"
 de tenis en unos 20 minutos," No, ella es temprana. David, ayúdame con este pastel."
 Matt no la dejes entrar a la cocina como," Habla con ella dos minutos, ¿de qué quieres que hablemos?"
" Habla con ella dos minutos, ¿de qué quieres que hablemos?"," Hola Jane, hola Matt."
 me dejo gracias," ¿Tuviste un buen día? Sí, ¿qué hiciste?"
 Fui de compras ¿qué compraste? Compré una camiseta y unos zapatos., y compré algo de comida esterilla
 ¿Estás bien? ¿Qué más hiciste?, Jugué al tenis donde
 En el polideportivo tuve un buen día., ¿Me levanté como a las once en punto?
" Y luego desayuné, tomé copos de maíz, tostadas y café.", Un jugo de naranja y luego vi la televisión.
" Y luego Matt, por favor muévete.", ahora
 Feliz cumpleaños no es tu cumpleaños,"Matthew, pero dijiste que era el 13 de mayo."
 El 30 de mayo no es el 13," Entonces, ¿qué hacemos con toda esta comida y bebida?"
" Todavía podemos tener una fiesta, ¿qué tal el día 30? Podemos tener una", fiesta entonces demasiado segura
" Dos fiestas geniales pero solo un regalo, sí."," David, ¿qué es realmente?"
" Así que esa fue la fiesta sorpresa, una verdadera sorpresa."," Para todos, ¿estáis libres esta noche?"
 Para Emilia eres eso es fantástico es de David, Nuevo amigo por teléfono. Creo que le gusta mucho su brillantez.
" Suena muy emocionante, nos vemos a las 7:30.", adiós david tiene una cita
 Cuando esta noche, ¿Cómo se llama Julia? Julia
 ¿Cuándo la conociste hace dos semanas? ¿Te importa?, ¿Qué es esta noche entonces cine?
 teatro opera una hamburguesa, Un restaurante que es una casa de Hong Kong.
" Es chino, es muy bueno, es muy barato, es muy"," Bueno, bueno, espero que tú y Julia."
" Julia, pásalo genial"," Iré contigo, que tengas una linda tarde."
 Adiós entonces bien,Esto es chino
" Um, ayer comí comida china. ¿Podemos ir a otro lugar?", ¿A dónde te gustaría ir? Me encanta la comida italiana. ¿Hay algún restaurante italiano?
 restaurante cerca de aqui no se si hay marcos lo es," A unos cinco minutos de Marcos, sí, pero eso es..."
 ¿Cuál es el problema? Nada," Vamos, es realmente encantador aquí, gracias David."
" No lo menciones, sabes que puedo hablar italiano, solo un poco.", ¿Qué poco puedes hacer? No puedo hablar ningún idioma.
" Dile algo, buenas noches, señor, señora, continúe."," Lo siento, ¿puedes hablar más despacio, por favor? ¿Te gustaría ver la blancura cambiar?"
" sí, por favor"," ¿Qué te gustaría para empezar? El traje se ve bien, creo que me gustarían las trufas."
" Está bien, las trufas. ¿Puedo tener el traje, por favor, señor Trufas?", y la sopa y para el plato principal
 Me gusta la langosta y me gusta el pollo asado., Para beber ¿qué tal una botella de champán?
" Señor, el champán sí.", Una botella de champán
"Es un trabajo duro pero me gusta mi trabajo, es muy interesante.", y me gusta practicar deportes los fines de semana
 fútbol tenis, y me gusta leer libros
 revistas realmente, Esto es delicioso
" ¿Nos puede dar la factura, por favor? Por supuesto señor."," Muchas gracias señor, ¿a qué hora es su tren?"
 Las diez y media ¿qué tal las diez?," Ahora, cariño, ayúdanos a diez. ¿Puedes llamar a un taxi?"
 un taxi, Gracias por una noche maravillosa
 No lo menciones buenas noches, ¿Cuánto es hasta ahora? 19 libras 50
 pero solo tengo 20 libras ¿aceptas tarjetas de crédito visa americana?, expresar un cheque
" Lo siento, solo acepto efectivo, señor. Muchas gracias, de verdad señor.", buenas noches
" Hoy todos limpiamos la casa, no la limpiamos todos los sábados"," Pero hoy es diferente, la hermana de Jane viene de visita."
 ¿Qué hace tu hermana? Ella tiene un estudiante., ¿Qué está estudiando ella? Estudios de cine
" Dios mío, eso suena interesante.", terminado en realidad hay uh
 ¿A qué hora llega ella? 2:30,Voy a mi clase de yoga y luego me encontraré con ella en la estación.
" Hola, ¿puedes apagar eso? ¿Qué puedes apagar?"," Eso es todo, ¿qué dijiste? No importa, hola."
" Hola, ¿puedo hablar con Jane, por favor? ¿Quién llama?"," Es Alison su hermana, un momento Jane."
 Es tu hermana ¿por qué llama ahora? Son solo las 12, Hola Ali en punto
" ¿Dónde estás? Hola Jane, estoy en la estación, pero tú estás."," Dos horas y media antes, sé que tomé el primer tren."
" Ally, no puedo encontrarme contigo. Tengo una clase de yoga a las 12 y media."," Está bien, puedo ir a tu casa en autobús. No, es demasiado difícil."
" Espera, ¿alguien puede venir a ver a mi hermana a mi clase de yoga?", empieza en 20 minutos puedo puedo
" Por favor, puedo, odio limpiar, ¿de acuerdo?"," Hola, Ally, Matt, ¿puedo conocerte?"
" Hay un café cerca de la estación, el café Rose. ¿Por qué no esperas allí?", ¿Está bien? ¿Puedes encontrarte con Ali en el café Rose? Seguro.
" ¿Cómo se ve ella? Espera, Ally.", Ella es bastante alta y tiene el pelo largo de color castaño oscuro.
"¿Qué lleva puesto? Hola Ali, ¿qué llevas puesto?", Llevo un abrigo color crema y un suéter negro.
 Ella lleva un abrigo color crema y un suéter negro.," Lo siento, espera un momento."
 ¿Cuánto tiempo aproximadamente?, 15 minutos aproximadamente 15 minutos
 y escucha cualquier problema llamame al movil, ok nos vemos luego adios
 lo siento hola," Jane, es Alison, ¿dónde está? ¿No está él?"
 ¿Cómo se ve? Tiene cabello oscuro y barba. Espera., Él llevaba una chaqueta de cuero negra y jeans negros.
" Está bien, él está aquí, nos vemos luego, adiós."," Lo siento, lo siento"
" Lo siento, simplemente vete, lo siento."," Creo que es un error, Matt. Soy Alison. Un placer conocerte. Lo siento mucho."
" Hola, pensé que estaba bien, eh, vámonos. Lo siento por eso."," Lo siento, llegué tarde, se me pinchó una rueda."
" Problema, los coches están a la vuelta de la esquina, ¿qué pasa? ¿Por qué llevas coches?", Esa bolsa es tu bolsa ¿no? no
" Entonces, ¿quién es el que lleva unos vaqueros negros y una camiseta negra?", chaqueta de cuero si
 y el lleva mi bolso,Conocimos a Allison esa tarde.
 Lo siento por esa noche, Después de la conversación de Matt con la policía.
 ¿Ya has desayunado?, ¿Tienes tú?
 rápidamente podemos decir tenemos y tú sí, ¿Tienes tú? ¿Tienes tú?
 ¿Has desayunado?, ¿Has desayunado? ¿Has desayunado? ¿Has desayunado?
 este dicen ¿has almorzado? ¿has almorzado?, Almuerzo ¿Has almorzado?
 ¿Has tenido?, cena ¿has cenado? ¿has cenado?
 recuerda d aquí, después de d es
 Una palabra comienza con una consonante, Así no tenemos que pronunciar bien no tenemos que decir has tenido
 desayuno ¿has almorzado? ¿has cenado? podemos decirlo rápidamente, ¿Has desayunado? ¿Has desayunado? Levanta la voz al final.
 Una frase para años sin duda ¿has desayunado?, ¿Has almorzado? ¿Has cenado? ¿Está bien?
 para la respuesta muy fácil eh puedo decir sí la tengo,"Sí, vincúlalos. Sí, lo tengo. Sí, lo tengo."
" No, está bien.", Si una palabra termina así y la segunda palabra comienza
 con una vocal que conoces y puedes unirlas con w," No, no, no, no, no, lo siento, no, no."
 no tengo um," y o puedes decir no, no, no tengo o puedes decir"
 todavía no puedes decir rápidamente todavía no o puedes," únelos y sí, juntos, como si estuviera seguro, todavía no."
 todavía no o todavía no es lo mismo si quieres y sabes por qué no yo, no tengo si tengo que si que vas a hacer esto
 Fin de semana ¿qué vas a hacer este fin de semana?, Voy a ir de compras con mi mamá con mi mamá Voy a ir de compras con mi mamá
" ¿Vas a comprar algo de ropa? Uh, sí, ¿vas a comprar algo de ropa?"," No, vamos a comprar unos zapatos. No, vamos a comprar unos zapatos. No, vamos a comprar unos zapatos."
 unos zapatos zapatillas," Bueno, voy a comprarme un par de zapatillas."
 Voy a comprarme un par de zapatillas ¿y tu mamá? ¿Qué diablos?,¿Qué pasa con tu mamá? ¿Qué pasa con tu mamá? ¿Qué pasa con tu mamá?
 ella va a comprar tacones altos ella va a comprar tacones altos ella va a comprar tacones altos, tacones seguro es tu es tu papa va a ir
 contigo tambien contigo tambien tu papa va a ir contigo tambien," No, él va a jugar."
 Él va a jugar al tenis con su colega.," No, él va a jugar al tenis con su colega."
" Bueno, entonces eh, bueno."," Sí, nunca es fácil hablar inglés rápido, lo sé."
 ¿Conoces a algunas personas que pueden hablar inglés?," Muy rápido, pero sabes que su pronunciación no es muy buena."
 correcto para algunas personas intentan tener una buena pronunciación pero de alguna manera, Realmente afectará su fluidez y su velocidad.
" Entonces, si quieres tener ambas pronunciaciones", Y la fluidez hay que practicarla todos los días.
 texto," Entonces, ¿cuándo comienzas tu nuevo trabajo? No estoy seguro de poder comenzar tan pronto como el próximo."
 Mes wow sí que va a ser muy divertido,Excepto que tendré que aprender a usar ese nuevo programa de software del que te dije.
 acerca de no te preocupes soy un experto en software enfermo, Te ayudo a resolverlo gracias
" Hola, ¿qué pasa con tu trabajo? Tu jefe fue transferido a Asia.", ¿Oficina vas a conseguir un ascenso? Podría ser.
" Puede que no, no es gran cosa, ¿eh? He estado", Últimamente estoy pensando que no tengo pensado trabajar toda mi vida.
" Algún día, tal vez en cinco años más o menos, dejaré mi trabajo.", y sal de esta vida estresante ya sabes relájate diviertete un poco
" ¿Qué estás planeando hacer? Definitivamente voy a viajar, podría"," Incluso mudarse a otro país, tal vez trabajar como voluntario."
" Incluso podría comenzar una nueva carrera, tal vez una en la que pueda ayudar a la gente o"," Ayuda al mundo, ¿y tú? ¿Cuáles son tus planes?"
" Ya tengo prácticamente todo planeado hasta mi jubilación, en realidad."," Sí, voy a trabajar duro y ahorrar tanto dinero como sea posible hasta que esté a punto de..."
 30 31 entonces me voy a convertir en el vice,Presidente de finanzas y luego director ejecutivo cuando tenga 40 años.
" Tal vez 45, sí, sí, y cuando tenga 35 o 36."," Voy a sentar cabeza, casarme y tener hijos."
" Tú eres tú, tú sabes que es un hecho, bueno, no es un hecho."," Sí, pero realmente si quieres tener éxito,"
 Es necesario tener metas y aspiraciones claras y bien definidas," No lo sé, creo que deberías mantener abiertas tus opciones."
" Ya sabes, déjate llevar"," Déjate llevar, ¿eh?"
" Así que no estás nervioso por la promoción, no dije eso.", No será el fin del mundo si no lo consigo.
 ¿Y tú? ¿Estás nervioso por el nuevo trabajo?," En realidad no, simplemente voy a dejarme llevar por la corriente."
 Mientras el flujo siga mi plan, No puedo creer lo caluroso que hace ahí fuera
 ¿Por qué no vamos a Hawaii con todos los demás?, porque no teníamos el dinero pero
 ¿Por qué tenemos aire acondicionado? Hola.," La misma razón y dejen de quejarse, tenemos aire."
acondicionado hola eso es un cuenco de vicio y un ventilador," Takeshi, tienes que ser más como yo y usar"
 Tu imaginación entonces tú también podrás tener unas vacaciones en la playa.," Mira, mira esa hermosa vista, ¿verdad? Pero no es exactamente realista. Ven."
 aquí cierra los ojos, Siente esa brisa fresca del océano como si fuera el refrigerador.
" Dije que uses tu imaginación, ahora cierra los ojos.", Escucha el sonido de las gaviotas y escucha a los niños reír.
 ¿Por qué creo que puedo oler una barbacoa?," perritos calientes crudos, no te preocupes, los voy a cocinar en esa parrilla de allí"
" Mike, sabes que no tienes permitido usar a una chica dentro de un apartamento, ¿verdad?"," Está bien, usaré el microondas y luego una playa con microondas."
" Camisa Mike, esa es la belleza de la playa imaginaria."," Tenemos un horno microondas, tenemos un televisor con control remoto, ¿quién podría preguntar?"
" Para cualquier cosa más, ¿qué pasa con el agua? Esa es la razón principal.", La gente va a la playa ¿para qué se usa la bañera?
"No, eso sería una tontería", Aquí vamos a sentir la niebla del océano.
" Eso es para plantas de primavera, no para mí, ¿sabes?", el sonido de las olas la niebla del océano
" Me dan ganas de surfear, señor, sí."," Mike, no, no puedes pararte ahí, lo romperás. No, no me miraré, amigo. Soy yo."
 colgando 10 genial hola amigo ten cuidado con esa ola, Me estoy acostumbrando a esto de la imaginación.
 muy gracioso muy gracioso de verdad, Bueno esa carta parece oficial ¿qué es?
 ¿Recuerdas cómo les dije eso?, Mi tío murió hace dos semanas sí
 Me dio mucha pena oír sobre él. Era el que solía frecuentar.," Cuando eras un niño en Minnesota, el tipo que vivía en esa pequeña granja..."
" cierto, bueno, aparentemente su granja no era tan buena", pequeño acabo de recibir una carta de su abogado
 Hoy parece que el tío Max era dueño de todo., Terreno en la zona y me lo dejó todo en su testamento.
" Chicos, soy rico.","Estás bromeando, tu tío Max era rico, sí, pero nunca supe qué era."
" Nunca supe que era rico cuando era niño, el tío Max vivía en"," La vida realmente era sencilla, no era como si no tuviera dinero o"
 nada nada lujoso el tenia su finca su camioneta vieja y eso, Fue wow así que
" ¿Qué pasó? ¿Se hizo rico o algo así? No, pero siempre lo decía."," Yo Mickey, ese era su apodo para mí."
" Mickey, todo lo que un hombre necesita es mucha tierra buena."," y una espalda fuerte para trabajar, así que supongo que debe haber trabajado simplemente."
 muy duro o tal vez invirtió en su tierra," No sé, lo que sea que hizo valió la pena y dices que realmente no tenía dinero."
" estilo de vida lujoso, ya sabes, como piscinas para sus"," vacas o algo así no, él nunca parecía gastar dinero en absoluto, quiero decir que era..."
 Siempre generoso conmigo se ofreció a darme dinero para gastar.," Incluso quería que fuera a una escuela privada, pero le dije que no, pensé que era solo él."
 siendo amable el año pasado me llamó para ver si,Quería ir de vacaciones a su casa de verano.
 Pensé que estaba bromeando. Resulta que tiene uno en Europa.," Mike, ¿cómo es posible que no lo supieras? Te lo digo, este tipo nunca gastó dinero."
" En cualquier caso, nunca compró nada que no estuviera en oferta.", Solía tener un temporizador junto a su teléfono para que la gente no hablara demasiado tiempo.
 Traía a casa todos los paquetes de azúcar y ketchup cada vez que iba a un, Restaurante wow y nadie lo sabía
" De hecho, no lo hice. Solía ofrecerle dinero cuando podía. No es de extrañar que él...", Se rió de mí. ¿Quién habría pensado que era tan rico?
" ¿Quién es rico, Mike? Su tío le dejó un montón de dinero. Sí, claro.", Tal vez puedas pagar la cena de esta noche. Es una gran idea. Creo que lo haré.
 Los invito a todos a una agradable cena. Yo invito., suena genial um takeshi
 Estoy un poco corto de efectivo hasta que llegue el dinero del tío Max. ¿Crees que podría?," toma prestado algo, estoy bien para ello"
 estamos hablando de una buena cena.," Tara, ¿sigues leyendo los anuncios personales?"
" Sí, sabes que esos anuncios nunca te ayudarán."," Encuentra una relación, sí, ya han estado en tres."
 fechas si y sigues buscando bueno es solo que no he encontrado la, persona adecuada aún no lo entiendo has estado en tres
 citas fallidas y aún así piensas que es una buena idea ¿por qué?," Bueno, por un lado, no diría que todas mis citas han sido un completo fracaso."
" Puede que aún no haya conocido al señor Wright, pero aún así me divertí."," Sí, pero puedes divertirte en cualquier lugar sin necesidad de buscar en un"
 periódico para el señor correcto sonny puede pasar mi amiga karen acaba de, Se comprometió con un hombre que conoció a través de anuncios personales.
 y ella salió con muchos hombres antes de conocerlo y eso significa," Nunca te rindas, aquí hay uno"
 guapo romántico, Hombre bien formado que busca mujer atractiva
"Para citas casuales, probablemente tenga un Romeo total, citas casuales románticas, no hay", La forma en que lo ha detenido sinceramente
" Oye, aquí tienes una. ¿Te atrae la inteligencia?"," ¿Disfrutas de una buena personalidad? ¿Es importante la buena apariencia, pero también la apariencia?"
 no lo son todo hmm," La buena personalidad no lo es todo, suena como él."
" Puede que no sea muy lindo, ¿por qué dices que ni siquiera lo has hecho?"," Lo conocí bien, en primer lugar, él ha escrito sobre su buena"
 personalidad e inteligencia y en segundo lugar tiene que decir que se ve," No debería ser importante para la persona con la que sale, lo que probablemente significa que no tiene eso."
 atractiva eres tan quisquillosa no me extraña que no lo hayas hecho," Intenté salir con alguien a través de los anuncios personales, pero si quieres saberlo,"
 Respondí un anuncio personal una vez," Sí, ¿qué pasó? Salimos a cenar y todo lo que hizo..."
 Estaba hablando de él y de su exnovia. Fue horrible.," Vale, eso suena terrible, pero no todos son malos."
"Tal vez tengas razón, veamos qué más tienes aquí.", Aquí hay una mujer inteligente que busca algo interesante.
 Actividad de domingo por la tarde que no sea estar en casa leyendo anuncios personales tontos, Estoy realmente metido en Brad Pitt y tengo ganas de ver su nueva película.
 está bien, vamos
" Eso es hermoso, espero poder ser tan bueno como tú algún día.", ¿Cuánto tiempo llevas jugando si sigues así?
" He estado tocando la guitarra desde que era adolescente, pero realmente sólo he estado...", estudiándolo seriamente durante aproximadamente un año ¿cuánto tiempo dijiste que llevas jugando?
" La flauta, bueno, como dije, tomé lecciones cuando...", Era un niño pero lo odiaba. Empecé a jugar hace unos dos meses.
" Y realmente lo estoy disfrutando esta vez, pero como te dije, no soy muy bueno."," Aún así, ¿has estado practicando? La práctica hace al maestro. Yo practico."
" A veces, pero tengo problemas para hacerlo en casa.", Tara y su hijo han estado estudiando mucho últimamente y me siguen diciendo...
"Necesitan paz y tranquilidad, así que no tengo dónde practicar. Bueno, no lo hagas."," Preocupate, eso es lo que vamos a hacer hoy."
 y recuerda que siempre puedes venir a jugar aquí, Gracias listo para probar uno seguro
" Eh, veamos qué tal este."," Uh, eso parece un poco difícil."
" Bueno, veamos."," ¿Alguna vez has jugado a este? Eh, no, nunca lo he jugado y"
" Probablemente nunca lo hará, parece un poco duro."," ¿Conoces este? Ese, sí."
" Sí, lo sé, pero ¿puedo jugarlo?"," Hola, tengo uno que he estado practicando."
" Últimamente, ¿eh?", Este esta bien
" No lo he jugado en años, era uno de mis favoritos.", ¿Deberíamos uno?
 dos tres, ¿A qué hora llegarán tu nuevo jefe y su marido en cualquier momento?
 ¿A qué hora llegarán tu nuevo jefe y su marido en cualquier momento?, Estoy muy nervioso roberto
" Aquí tienes un refresco y, por el amor de Dios, relájate entreteniendo a la gente del..."," La oficina es divertida, lo sé, pero no cuando se trata de mi nuevo jefe."
 La conozco muy bien todavía y simplemente no quiero hacer nada grosero o,Irrespetuoso ¿por qué harías algo así?
" Sé tú mismo y todo estará genial, eso espero."," Ahora, ¿dónde debo decirles que se sienten? Bueno, es costumbre sentarse lo más cerca posible."
 Un invitado importante a la cabecera de una mesa allí mismo., Lo entiendo y recuerda que es apropiado ofrecerlo.
" A sus invitados les ofrecemos una bebida cuando llegan, asegúrese de ofrecerles bebidas alcohólicas y", Bebidas sin alcohol para que puedan elegir una bebida correctamente y luego ya saben.
 Relajarse en la conversación antes de hablar sobre el trabajo comienza con una, Un poco de charla informal para que las cosas funcionen bien
" Y después de que todos estén más cómodos, pueden hablar de otras cosas como", ¿Qué va a pasar cuando empieces a trabajar en tu nuevo puesto?
 Está bien hablar sobre el trabajo mientras cenamos o debería esperar hasta..., Después mejor espera hasta
" Después de la cena, tal vez durante el postre.", y piensa antes de hablar no digas nada inapropiado como
"Lo hiciste la última vez, nunca dije nada inapropiado, al menos no a ti.", ¿Alguien en el trabajo recuerda la conferencia de ventas del año pasado cuando dijiste eso?
" Amigo, cuánto odiabas al orador y era su esposa, sí, eso fue malo."," Sí, Dios mío, están aquí."
" ¿Te relajarías? Todo va a estar bien, solo sé..."," Tú mismo, sé yo mismo, diviértete."
" Relájate, ¿entendido?"," Disculpa, tomé demasiado refresco, hola cariño."
" Señor Sra. Sanderson, qué agradable verlo venir."," Por cierto, Mike, muchas gracias por ayudarme."
 Salí con nosotros y no puedo creer que Tara se enfermara y el día de mi primer encuentro real, rodaje comercial ¿puedes creerlo? no te preocupes por eso va a ser
" Genial, especialmente porque tienes una asistente encantadora como yo.", ahí deberías hacerlo tienes tus señales revisadas
 Listo señor Howard y funcionando bien., Sala de exposición de muebles comerciales toma uno
" Hola, mi nombre es John Howard, presidente de Furniture Showroom y soy...",Estamos aquí para contarte por qué somos una de las tiendas de muebles más exitosas del mundo.
" Las claves de nuestro éxito son la excelente calidad, el gran diseño y", Precios asequibles y para quién son estas claves
 Por qué para ustedes nuestros clientes y es por eso que estoy aquí hoy para mostrarles," Te mostramos algunas de nuestras piezas más destacadas, como este elegante y estiloso sillón."
 Todos nuestros salones están cubiertos 100 por ciento con cuero genuino y fabricados con, Construcción de marco de acero sólido. Eche un vistazo a eso. Hablemos de algo bien hecho.
 o echa un vistazo a este estupendo sofá cama, Por qué es uno de los sofás más cómodos en los que jamás apoyarás la cabeza.
" Es cierto, compruébelo usted mismo, ya sabe, la sala de exposición de muebles no es..."," Una de esas operaciones pasajeras que hoy se han ido, mañana nuestra empresa estaba aquí."
" Fundada en 1982 con solo tres empleados trabajadores: mi esposa, mi hijo.", Y yo aquí en la sala de exposición de muebles realmente...
" Nos enorgullecemos de ofrecerle el mejor producto al precio justo, así que venga.",Vaya a la sala de exposición de muebles y eche un vistazo a nuestra
" Oye, ¿qué pasó con ese comercial de televisión?"," El que no pude hacer porque estaba enfermo, ¿te refieres a aquel en el que Mike se quedó dormido?"
" En cuanto a mi primer cliente que paga, le envié la cinta la semana pasada.", sabe lo que pasará mira dije que lo sentía más ese sofá
 Fue muy cómodo hola," Hola, este es el señor Howard."
" ok, genial, muchas gracias"," Bueno, les encantó."
 Me acaban de contratar para otros cinco comerciales. El señor Howard dijo que el gran..., El chico que se quedó dormido en el sofá fue la mejor parte.
" Sabes lo que esto requiere, ¿no?", Una disculpa no
" Un bis, disculpe", Estamos realizando una encuesta de opiniones sobre la vida en la ciudad. ¿Tienes un par de...
 de minutos para responder algunas preguntas seguro por qué no genial esto no tomará mucho tiempo, Pregunta número uno ¿estás de acuerdo?
 No estoy de acuerdo o no tengo opinión sobre cada una de las siguientes afirmaciones, Estoy de acuerdo en que hay demasiada contaminación acústica en Nueva York.
"Yo también, está bien, la próxima hora punta en la ciudad se ha convertido en..."," Insoportable, estoy totalmente de acuerdo. Quiero decir que el tráfico ha sido un problema aquí durante años."
 Pero últimamente ha empeorado mucho con todas las construcciones que se están llevando a cabo., Camino a la escuela así que no es un problema para mí.
" Yo no tengo opinión, supongo que está bien, ahora solo unas cuantas preguntas más, ¿qué hago?", Lo que más te gusta de vivir en Nueva York es que es fácil y los restaurantes son muy buenos.
" Muchos de ellos mexicanos, japoneses, indios y tailandeses.", Sobre ti me gusta el hecho de que hay tantos
 Oportunidades en Nueva York si trabajas duro y te esfuerzas.," Definitivamente puedes tener éxito aquí, eso es cierto."
" Pero también ocurre al revés: si cometes un error, hay 100 personas."," Estoy esperando para tomar tu lugar, sí, pero si eres realmente talentoso, está bien, está bien, gracias."
 ¿A continuación hay algo que no te guste?, Sobre vivir en Nueva York ¿Por dónde empiezo? No hay suficiente
