pregunta,respuesta
and if you had found your bag right away you would have left,and we would not be here right now that is so romantic
that's why i love this man if it works for bob it might work for me,you and david do little fantastic
what do you think about this color what is that color,it is tomato red how does this color make you feel
happy sad,tired i do not feel like looking at any more
colors quit complaining,how about this one happy
sad awful i cannot stand looking at it do you,plan to do this all night this one
be sure to look carefully sad happy,very very nervous
nervous about what I am nervous you are gonna paint the whole wall that color,it is my apartment bob yeah but we come here a lot
can we discuss leaving the walls just like this,I am tired of looking at yellow walls can you at least choose a color we'll
all be excited about there is no color you all like,paul's feeling happy about everything marie's feeling sad about everything
and you just seem to hate color do not you bob i love color,just not those colors
okay then why do not you find a color that,everybody loves
what do you think of this color i like it,i like it too actually i love it I am not painting the walls the same
color as my sofa the whole room would be green,you could change the color of the sofa to what
the color of the walls would be a nice color,marie you have been so quiet
are you okay I am just a little down in the dumps,I am sorry
we have been arguing about colors and you are feeling blue,hmm blue
what is wrong marie do not know,i cannot put my finger on it i've just been feeling
out of sorts do not worry,i can help dr cheer is here doctor who
at school people call me dr cheer because I am always happy and i enjoy,cheering people up you know that's true you are always cheering me up
how do you do that i practice laughing every day,laughing at what nothing
i just choose to laugh you just decide to laugh,i cannot do that it is not in my nature how do you know
just try let me hear you laugh,haha louder
come on,you are right it is not your personality
what now dr cheer chocolate,yes works every time
now sh,is unvoiced sound without vibration shh
and the voiced sound with,vibration here uh i have to say that these two cells
are so beautiful and if you can make these cells correctly,in english people would think that your organization is so good in your speaking
skill is wonderful you know very classy now if you want to make these cells,correctly there are two three things that you need to remember
now we are going to study about this cell first,uh the first thing is your teeth
your upper teeth and lower teeth,are close together uh the second one your lips your lips
flare round shape,like this and
the third one very important the blade of your tongue,here is the tip here is the blade um now
you have to lift the blade of your tongue up,okay and the tip is just under the upper teeth
and then you make a regular airflow through your tongue,and your teeth shhh
very gently remember regular airflow,shhh washing
washing machine,machine wash
wash finish,finish now sure and shoe you know washing
machine you know if you if your clothes are dirty you want to wash it you can,put them into the washing machine washing
machine um,wash you know it washed that means you use
a water to clean it uh now finish finish you just like to end something,finish four
south the same,teeth tongue lips the same but with vibration
here so here we have,here with vibration but regular
gentle and regular,okay the same the same they are couples so they are the same just with vibration
or no vibration look at me the same,okay now
this is genre,genre um genre it is just like the kite
or type or genre,this one pleasure
pleasure television,this one massage
massage now for,genre you know just like kite for example a kind of book kind of music so
just like the genre genre,pleasure pleasure is just like happiness or
enjoyment television,television you know the tv now garage
garage it is just like you know the building where you keep,your cars or your vehicles or maybe a lot of things in your house that
you do not use anymore you can put in the garage,garage now
massage massage you know,for example if um you are
painful or you are tired and then somebody can give you a massage like,this and then help you to feel comfortable
reduce the pain or you feel better so massage,i have to say that garage and massage here is american english
i like it i do not know why a british english you can british english here you,use ah okay you can but um stress
stress um first syllable i stress the first syllable here you can,say garu garage garage and this one
massage massage,but i like the way american
people say this too so i love this one garage,and massage but remember remember that if somebody say garage or massage the
same now one more time,genre pleasure
television garage,massage number one i think you know this one
right ah hope,hope when you hope something to happen that means you believe it will happen
do not pronounce hope or hope okay a heart that is,hope
hope hope,i hope to meet him soon after hope we usually use two and then
verb i hope to meet him soon,number two rope
rope you know this one right rope is actually a very thick and strong string,that is made by twisting thinner strings together
rope rope rope,do you like to skip rope skip rope a skipping rope is a kind of
exercise you know you use,a piece of rope and then you skip or you jump it
to keep it so you can say skip rope or jump rope skip rope is usually preferred,in british english and in american english people usually say jump rope
jump rip or skip rope the same do you like to skip rope,number three telescope
te li,scope telescope scope telescope
telescope how do i explain this one uh when you want to see,something that is very very far from you clearly uh for example if you want to
look at the stars in the sky you would need to use,this one telescope
telescope telescope my father,wants to buy a telescope my father remember father my father
wants to my father wants to buy a telescope,remember after want we use two verb okay one to buy
number four envelope,envelope i if you want to send a letter you would
need a container you know a flat,a flat paper container that is an envelope okay and the low envelope
could she read the address on the envelope for me,on the envelope that um on envelope there is the address so i
want you to read the address for me could you link them together d and while,together could you just like job could you could you read read
the okay remember that is a dress that is,a vowel of our sound and then we need to pronounce this one the okay
the the address this one address you can,pronounce a dress or actress the same but remember directors do not pronounce a
race or a race okay remember d here a dress address or address address address,address is usually preferred in american english
could you read the address on the envelope for me,now number five cope
coke,cup cup usually goes with with when you cope with a problem or difficulty that
means you successfully deal with it cope,we believe we believe remember ve we believe
that we believe that he will be able to cope with the problem,with the okay to
hear we pronounce one with the with the problem remember,problem with the problem
we believe that he will be able to cope with the problem,uh be able here be able to and then be able it is just like can
have the ability to do something number six,group girl
remember girl here,grope when you
rope um,it is just like how do i say uh
you try to reach to a place,um usually in the dark when
you cannot see things clearly um,and then you usually reach that place
by you know feeling with your hands okay so,grope group she was groping her way up the staircase
in the dark in the dark uh the staircase you know the staircase,in a house or in the building when you want
to go to um,uh the next floor you will need to walk up the staircase
the staircase stair staircase the staircase in the dark,she was groping her way up the staircase in the dark
text,i think everything's ready why do not we sit down
this smells so wonderful what are we having to eat,there's roast chicken baked potatoes
salad broccoli with garlic,red cabbage and rice help yourself everyone
wow that's a lot of vegetables,vegetables are very healthy for you mr evans would you like some chicken
just a little thank you I am not a big chicken eater,how about some potatoes I am sorry I am avoiding potatoes
some broccoli i'll pass,I am afraid it does not agree with me cabbage
sorry I am allergic,mr evans I am so sorry there's very little here for you to eat
I am crazy about rice well then pass the rice please,uh cheryl
this tastes so delicious bob,you are not eating very much tonight do not you like the food
bob's on a diet I am trying to lose weight,good for you bob I am on a diet too
why are you on a diet you are so skinny I am trying to gain weight,i cannot stand it
cheryl that was fantastic the rice was terrific cookies anyone,yes one please i'll take two thanks
for three do you eat sweets mr evans,i used to but i cannot anymore no dessert for you bob
not on his diet but,weren't you eating cookies today at work i was eating carrots
did not i see you snacking on candy this afternoon that was an apple,what about that ice cream you ate yesterday fruit salad
my mistake these cookies are terrific,if you like the cookies you'll love this cake
would you eat some strawberries mr evans strawberries are my passion really,i'd eat strawberries on anything cereal pasta even rice what are you
crazy about chocolate cake i can gain weight with every bite,i think i'll have a cookie
bob could you pass the where'd they go,i have one i have four
i have none,hey you only live once
cheryl your hair looks gorgeous thank you,i have a new shampoo bright and clean i'd like to try it did you find it at
the drugstore no i bought it at my salon on friday,i'll pick some up for you next time I am there great thanks
would you like some too bob i have shampoo thanks but mine will make,your hair softer and cleaner smelling um thanks but no thanks
come on bob do not you care about how you look,of course i do i shampoo shower and shave every day
that's all is there more to do,do not you use any skin care products body lotion or skin cream no
should i if you want your skin to stay young and,healthy do you use any conditioner that's for women lots of men use it too
really sure,women like men who take care of their appearance
really okay uh well what else should i do,you do not want me to wear makeup do you lipstick mascara eyeshadow no
but how about a manicure I am serious look at your nails they are a,mess men get manicures many do yes we can give you one right here
really piece of cake,well okay great then we can talk about your
haircut facial and facelift what,what is this stuff on my face
it makes your skin soft and smooth it tastes terrible,sorry
i cannot believe you cut my hair and what'd you put in it,some hairspray hairspray not much
you'll like it there,wow my nails look great
could i get a pedicure too no,my hair looks great too see what a little personal care can do
wow thank you so much you know,it is customary to tip the person who gives you a haircut
how do i look good,you look really really good you look amazing
then let's get pizza my treat great you can never,tell anyone about this especially the facial
deal now when can i get an appointment for,another manicure hello top-notch travel
one moment please hello top notch,just a moment please top notch
hold please hello,hi mrs beatty cheryl
I am afraid cheryl's not here you are not satisfied with your hotel,no bellman I am sorry cheryl will call you back
okay goodbye,hello yes hello mr rasheed
cheryl's not here can i take a message you want a cheaper hotel in budapest,a hotel without breakfast is okay
very good i'll give cheryl your message,goodbye hello
hi ms novak,she'll be right back is there a message
can your cat stay with you at your hotel in rio,and you'd like to reserve a king-size bed
i'll ask her to check and call you bye-bye,you are back i have three messages for you
let's see mrs beatty wants a cheaper cat,mr rasheed is not satisfied with his breakfast
and ms novak thinks the bellman needs a,king-sized bed they'll explain it all to you
what hello i'd like to speak to a guest,mrs beatty in room 514 thank you
hello hello mrs beatty this is cheryl from top,notch how is los angeles well the hotel is not very nice dear
I am sorry to hear that are you okay you sound tired,my room is on the fifth floor i had to walk up with my luggage there's
no bellman no elevator,no and i wanted a non-smoking room with a
king-sized bed and i requested that for you,well they gave me a smoking room with a twin
sized bed it is all they have,i'd better check your reservation what hotel are you at
the candle in i think and another thing,they did not make up the room the towels are dirty
did you call housekeeping they are not answering,and there are all these students everywhere
i thought you said that movie stars stay at this hotel mrs beatty,your reservation is for the chandler inn you are in the wrong hotel
the chandler in is a much nicer hotel,well
i'd better call a taxi how will you get your bags to the front desk,I am sure i can find a student to help i'll say I am a movie star i'll be fine
okay good luck,goodbye give us another one marie
we are running out of time there she is,I am sorry I am late i couldn't find a parking space
have you been here long since yesterday but it is no problem the waiter brought,us food and we slept on the floor
have you chosen a movie yet we have been trying unfortunately these,guys have seen almost everything we like the movies
what about the action film the last train to hong kong,where is this train going believe me rather not know
we are going to hong kong are not we i'd rather stay here and fight the,hundred men no but i've always wanted to see hong kong
look out they have been doing this,for a half hour that looks a little too violent for me
what about on the bridge i hear it is great,you are late frederick I am sorry and i've waited for you for so
long i,got stuck in traffic for two years very romantic
how about the horror movie the hand,i've just returned from the train station have you seen anything lately no
we should go inside good idea i do not want to see that terrible head,do you really think there's a hand out there that
stop doing that right now and the movie tickets are my treat,deal
I am not buying you pop okay so,what do you want to do hey
is not that david doolittle the famous british actor you are right it is let's,go say hi no what are you doing
are not you david doolittle well yes i am wow,we really like your movies thank you you are great thank you very much
remember that movie where you were that dancer what was that called,the dancer that's it that was unforgettable
i love that one where you are the chef what is that one called,dr fork that was so funny unforgettable man
thank you my favorite is the one where you are that,robot musician named
dd-42 i just saw that movie again last week,that's a great movie what is that called songs of love yeah man that's
unforgettable thanks,you know what i have to go soon and i should finish my
lunch right yeah sorry,it was nice to meet you on youtube take it easy take it easy
is not that what you say at the end of that movie where you are the pilot,pie in the sky yeah that was unforgettable man unforgettable
would you guys care to join me what is your favorite,hello
paul what happened to you,i had an accident with the van no are you okay I am fine
i was wearing my seatbelt no one was hurt but i think we are going to need a,new van what happened i was driving on sixth street
and there were a lot of fish on the road a lot of what,fish why were there fish in the road
i do not know anyway,i tried to turn but i had a problem with the steering
wheel the steering wheel broke no,it came off so i drove over the fish
the fish made the road slippery so i tried to stop i hit a parked car,no I am not finished
the car behind me was tailgating so he hit me,a car on the opposite side of the road hit a stop sign the stop sign fell and
smashed my hood no then,worst of all when i got out to look at the damage
a piano fell on the van what,where did it come from i do not know but the van does not look good the
bumpers are damaged so is the hood the doors will not open the windows will not close,the engine's not working the headlights are smashed the horn
will not honk and it smells like fish,are there any parts that are okay the steering wheel still looks good
great all we need is a van to go with it we are going to need a van this afternoon,you are taking the tourist from chile to the museum
i'll call the rental company are you hungry,want some my fish sandwich sorry guess not
hi is this auto rent,i need a rental car a van
do you rent vans that's great,we'll need to pick it up right away we'll probably need it for two weeks
could we return it on the 15th of the month,great four-wheel drive
i could take the group from france to the mountains,do you have any four-wheel drive vans they do not have four wheel drive vans
how about a luxury van with dvd player and stereo,do you have any luxury vans with dvd and stereo
stereo yes dvd no how about a convertible van,do you have any convertible vans what color do you want
blue no,red no green
white will be fine insurance,yes we'd like insurance lots and lots of insurance please
number one it takes about half an hour,that means 30 minutes to get there by car
remember if a word ends with t or d the second,word begins with a consonant we do not have to pronounce that t or d
so it takes it takes,about half an about half and
get there get there now it takes about consonant vowel,lingam together it takes about
about half an hour half an hour half an hour half an hour half an,hour it takes about half an hour to get there to get there by car to get
there by car it takes about half an hour to get there by car,it takes about half an hour to get there by car
number two i want to,eat an apple one two in short form we can pronounce
water why because usually t after n we do not,have to pronounce n so we say warner i wanna
eat then t that is not stressed we pronounce just like stop the,eaten eat an apple eat an apple eat an apple i wanna eat an apple i want an
apple three,she has that means she is an accountant you know
a person whose job is to dealing with numbers in the company huh,about the sales or something like that
she has linked together she has an,is an accountant accountant an accountant she has an accountant she has
an accountant very easy nice and then a now nice hat,nice shoes two i love your and then now i love your
shirt i love your high heels number three i really like your and then,now i really like your pants i really like your hairstyle
number four you have,a beautiful and then singular nail you have a beautiful dress you have a
beautiful watch or for bluer nouns we do not use,anymore we just say you have beautiful earrings
you have beautiful jeans okay uh number five,what uh and then an adjective and then now you have a lovely ring you have a
beautiful ring okay you have a lovely ring you have a lovely skirt,with remember uh with singular now
but with blue nails we do not use uh we just say what and then adjective and,then now what
nice glasses what nice sneakers ah or the same you can use for how,adjective your
and then a singular nail and then ease,how beautiful your necklace is how beautiful your blouse is
and remember singular noun is okay and then,for lure nouns we use r
how lovely your earrings are how lovely your earrings are,how lovely your gloves are how lovely your gloves are
and the last one number seven your and then a noun,is okay remember now here it has to be a singular noun because after that is ease
your singular noun is an adjective your code is beautiful your back is,beautiful and
and then for blue nails,we use our okay your trainers are your trainers are nice your trousers are nice
now how to accept the compliments,um usually
and easily we can say thanks remember th,thanks or thank you or you can say I am glad
you like it or you like them if um,people if people
give compliments on you know on a thing that is a singular nail for,example a coat a bag necklace or blouse that is a singular
noun you say I am glad to like it okay glad glad here is just happy,glad glad you d and y together we pronounce
j just like job I am glad you I am glad you like it I am glad you like it but for,uh bluer nails like trousers trainers gloves or earrings
you would say I am glad you like them I am glad you like,them them like them I am glad you like them
now number three thanks,but it is nothing special
that that means it is usual nothing special at all,thanks that is nothing nothing special do not say so
um special a lot of people now space you know huh this is sure okay spare show,special nothing special
thanks but it is nothing special remember if people give compliments about a,singular noun like coat back blouse necklace like this
we would use is okay thanks but it is nothing special but if that is,a blur nails like trousers strainers gloves earrings or
things like these ones you can use things but,there they are they are nothing special you can pronounce quickly there
there thanks but they are nothing special okay,so uh now for example
somebody gives a compliment,on for example my coat
your coat is beautiful i would say,thanks or thank you or I am glad you like it or thanks but it is nothing special
but if people give compliments on my,for example my earrings how lovely your earrings are
i would say thanks,thank you or I am glad you like them or thanks but
text,that's your cousin teddy he has a waiter
he has single and he likes rock music,it is my brother eddie he has a doctor he has got a wife and two
kids and he likes classical music how about this one,i do not know a cousin no your brother no and uncle
it is my aunt judy sorry mrs morris,she looks like your uncle tell me something about her
she has an architect artist married divorced two kids,three kids four five kids no kids only eight more
there's an easy i do not know it is my father,i know who your father is why are you showing me photos of your father my
family is coming in one hour now pay attention why do you have such a large,family it is not that large not that large
you have six brothers and sisters 14 aunts and uncles who knows how many,cousins nieces and nephews i'd say that's a large family they are
not all coming over no just 18 of them I am sorry honey i just want them to like,you calm down
it is okay you are doing fine,okay I am okay
your cousin john that's your sister's husband ernie,they live on park street two kids
elizabeth is 12 years old and katie is eight,ernie's an architect he likes baseball
basketball and the movies wow,one more your nephew
david his nickname is dave,he lives on king street he has single and he has a student
he loves to travel he likes jazz and,he does not like fish
you are amazing very nice,it is almost six bob would you wipe off the counter
i'll be in the bathroom for a while hello everyone come on in,well it happens in some countries but usually not over here
so you are from italy yes i am and you are traveling to tokyo,yes well welcome to top-notch travel agency let
me introduce you to my staff then we'll talk about tokyo marie i'd,like you to meet george young you know him
it is very nice to meet you what is your,name my name
um marie yes,I am marie the page it is very nice to meet you murray
marie is our receptionist she has from paris,mr moretti is a new client he has from italy
georgia we are ready that's georgio moretti,yes i know he has a new client he has from italy
introduce me introduce me yes this is,cheryl cheryl yes cheryl she has our
office manager hello mr giorgio i mean mr moretti,please call me giorgio call him giorgio
it is so meat tonight nice to meet you,nice to meet you too bob bob come meet georgie I am ready
hey giorgio moretti hey man how are you I am bob,but everyone calls me roberto
bob is a travel agent who calls you roberto,paul is a tour guide goodbye
so mr moretti what is your,occupation he has a singer everyone knows that
mr moretti marie has some questions for you let's talk about tokyo,okay let's see
name giorgio moretti,occupation singer
famous singer,great and famous singer nationality
italian age,32 married
no single,phone number this is my
information everything okay,come with me mr moretti thank you mary
i have giorgio moretti's phone number,what are you doing I am exercising do not you have some work to do i am
working I am working and exercising what work are you doing I am thinking,about what about ideas for mrs batey's vacation
and what are you thinking beach vacation,i have to finish this can you go exercise somewhere else no problem
what are you doing I am getting in shape why are you doing that here why do not,you go to a gym or the park
or outside or home i do not have time to go to the,gym i cannot work when you do that can you go
over there no problem bob,what are you doing I am working then why are you running
to get in shape running burns a lot of calories,exercise later work now please yes sir
I am meeting a client at the cafe for lunch marie okay,so what do you do to stay in shape
i generally go running in the morning i do aerobics two nights a week,i always play tennis or golf on the weekends and i usually go bike riding
every sunday if the weather is good you do not lift weights,no you have to lift weights to really stay in shape i do not like to go to a
gym you do not have to go to a gym to lift weights you can lift weights,anywhere like this or this
or even this thanks for the suggestions,hey why do not we go running together sometime
okay where do you run to the park and back,where do you run
to the park and then to the market,then the symphony hall then to harper's street
then to the library then to the theater,ends and back
so do you want to go running after work today,gotta meet a friend for dinner it is another time then yeah sure hey
can you answer the phones for a while i have to go to the post office and you are,the only one here no problem um
where are the tickets they are printing okay mr evans needs them right now the,client is coming in five minutes this printer is driving me crazy it is so
slow try blowing on it,what
really try it,now tap the sides just try it
now rub this side gently,does this really work where are the tickets they are printing
okay mr evans needs them now the client is,coming in four minutes easy there jackie chan
we need a new printer are not we getting a new printer,you are buying the new printer are not you this is the new printer
this piece of junk is new well it is new to us,this is an old printer just a little old what kind is it
is it a comprise mr evan says always buy a comprise,it is a print okay a print okay
what is a print okay you know that brand it is a good brand,and very inexpensive we need the tickets now
do something where are the tickets they are printing,okay the client's coming up in one minute the printer's a little slow today
okay stop what,do not come near this printer what is the problem you know machines do not work
when you are around that's not true is your laptop working no will not turn on,is your cell phone working no it is a left
is your pda working no but stay awake come on,we need these tickets right away we are printing the last ticket please do
not come near this printer the printer will not stop working just because,ah the client is here where are the tickets
right here sir thank you there are only nine where's the last one,right here sir thank you
what the printer is not working,what go across the hall to mr lee's office
ask to print one ticket on his printer not you you are sitting here until all,the tickets are printed
are you ready to order we are excuse me,i have a question yes I am in the mood for lamb but the sauce
looks too fatty could i order the lamb without the sauce,sure what does it come with french fries
i do not like fried food could i have a grilled vegetable instead,i think we have grilled peppers perfect would you like to start with an
appetizer is there oil on the tomato salad there's,a lot of olive oil yes could i get it without the oil
but it will not taste very good then,i'll just have a mixed green salad and you
I am sorry i have another question,is there salt on the limb it is cooked with salt and pepper yes i
do not want a lot of salt i think i'll have the fish instead,what is in the sauce lemon butter milk
that's too much dairy maybe,i'll have a large salad for my entree a no appetizer
what is in the salad lettuce carrots peppers onions eggs,no egg please salad
no egg,anything to drink just water please
and for you i'll have the special the special the special,great could i ask you another question no
this is delicious,amazing cheryl do not you want to try it no
thanks too many calories and we need to go,i'll ask for the check i love dessert
do you know how many calories are in that cake,no and do not tell me
or how much fat was in your steak and your fried shrimp,or how much salt was on your french fries
do you want us to just eat raw vegetables,vegetables are good or how about smaller portions
and no dessert no dessert,you need to take care of your body eat healthy food
have vegetables for snacks instead of potato chips and cookies,you are right tomorrow I am eating lots of vegetables
really for snacks and I am having potato chips cookies for,breakfast lunch and dinner you are terrible
what are you doing I am trying to get the check,finally
do you want that do you guys want to go out this weekend,there's a great movie playing at the glenwood
a rock concert sounds better to me i'd love to see a play,how about an opera okay
there's a rock concert saturday night at 8 pm,blue city is playing blue city i love them
sounds good not my style,i do not like rock okay
there's a play tonight at midnight at the second avenue theater,it is called conversations with food
sounds great at midnight,that's way past my bedtime no thanks
okay carmen is playing at the city opera,8pm great how much are the tickets you are kidding
whoa no way,great it is a movie then a time to run is playing at the glenwood
at 7 p.m a time to run,do not go to that it is just awful okay
how about you only live once it is playing at the,kendall also at 7 p.m it is terrible
an actor's life please,anna goes home no
the left side of the street i think there are no more tickets,so what is a good movie to see there's a french film playing at the
bijou at 8 p.m I am not a french film fan,it is a film about an opera singer perfect and the rock star great who made
out of play wonderful thank you yeah thanks a lot you are very,welcome it'll be fun bob
but I am not a french film fan,excuse me I am looking for the rose cinema the rose cinema
let's see uh that's on the corner of market street and park street,or is it third and grand no i think it is on market between first
and second avenue okay uh so,go around the corner walk
three blocks uh no uh five blocks to,harper street turn left
sorry right,go another two blocks
no yes,two blocks to fourth avenue
take a right yes,walk about five blocks to market street go right again
go straight two more blocks the cinema is on your right,uh no sorry
you are left call,what you are looking for the rose cinema
yes go across the street,and it is across the street
thank you and you are a tour guide,number one have
a look,at this if you want to say quickly
now have a link them together have a hover,look at
it you can pronounce it for the short form,look it look at
these now remember th this,a word that ends with t or d and up to that is
a consonant you do not have to pronounce t here,so uh this
on this you do not have to pronounce at this,quickly at this
at this look at this,look at this look at this
however look at this,have a look at this have a look at this have a look at this
number two I am,going to take a shower
going to you can pronounce going,to you can pronounce lighter and tea that is not stress you can
pronounce like going down,going there or
even more quickly you can pronounce going to like ghana,gonna here is the pronunciation ghana
I am gonna,take uh lingam together tekka
take a shower take a shower take a shower or you can,use half for take
have a shower have a shower take a shower,so I am
gonna take a shower,I am gonna I am gonna
take a shower I am gonna take a shower I am gonna take a shower,number three wait
a minute t here,okay now remember a word that ends with a consonant and after that is a vowel
you can link the consonant and the vowel together,waiter t that is not stress you can
say okay,wait a minute wait a minute
wait a minute now i introduced to you five words today,the first one is wish second one brush
this one establish rush and finally extinguish,now for number one which you know this one right which if you wish something
you want it or you hope that it will be true,wish wish okay if you add e d at the end
in past simple tense or maybe for past participle form,now sh and we pronounce wished
which so remember,e d after s h we pronounce wished
wished wished for number two,brush brush
you know for the verb brush if you brush something you,make it clean or you polish it or you make it smooth by using the brush
brush and then remember edf to sh we,pronounced so brushed
brushed number three,establish established
if you establish something you,establish is actually to set up you create or
you start a new organization or a system or,company two considering clusters here
established established,number four rush
rush um if you rush to do something that means you have to do that things really,really fast too fast and when you do it too fast you can feel tired and
uncomfortable and sometimes people do not like to rush right,rush and now edie
rushed rushed,number five extinguish
extinct wish extinguish,if you extinguish something that means you
you make their you make the fire stop burning or you,make the light stop shining extinguish
extinguish and then ed,after it extinguished
extinguished so one more time,wish wished
brush brushed,established established
rush rushed,extinguished extinguished
so remember e d after s h,is pronounced wished
rushed established,rushed extinguished
text,john wake up i thought i heard a sound
did you bring the cat in the house last night,no i did not i told you i put the cat outside
did you put the dog out too yes i did,honey i did not sleep very much last night
I am very tired did we lock all the doors,yes we did they were all locked before i came upstairs to bed
maybe the wind blew a window open maybe it did,i will go and check good idea good luck
good night police department how can i help you,hello a thief broke into my house
did he take anything yes he did he took my jewelry,did he steal anything else yes he did he stole many things
did you see the thief yes i did i saw him as he jumped out the window,what did he look like he looked tall and older what did you say
your name and address was sorry i did not tell you my name,it is kathy baker my address is 777 waterford street
look at my house he took so many things did your husband see the thief no,he did not he slept the whole time he did not wake up
were these here when you went to bed no they weren't i did not put them there,he ate cookies and drank a glass of milk too
but it is a good thing he did why because he gave us a great set of,fingerprints sorry i ring your doorbell did you hear
me no i did not i was in the back of the,house i came to tell you that one of your
neighbors saw the thief well that's great did you catch him,we are not sure but we did bring a man to the jail my wife kathy just got home
from shopping she can go with you to see if that's the,man cathy cathy
i hope we caught the correct man where did you find him we found him near,your neighborhood on elm street did he tell you that he
was the thief no he did not but when you,see him you can tell us if he is the thief or not
yes that's him did you find our things yes we did we,found them under his
very house moment for me he has allergic to everything do not worry about it,did you go to work today no i did not
i had the day off did you cut the grass and water the,plants no i did not it rained too much today
did you wash the dishes no i did not,i thought you wanted to do that you were wrong go wash the dishes
now i only wanted to be a good husband,timmy did you finish your homework uh no i did not i i just started it a few
minutes ago what it is after midnight,did you set your alarm clock for tomorrow morning
uh no i i did not tomorrow i want to sleep late,you did not do your homework you did not set your alarm clock
what is wrong with you timmy did you forget that tomorrow's a holiday,yes i did i forgot sorry timmy
hi honey you finished work early today,yeah my secretary helped me a lot well I am sure you were very busy
no i was not very busy my secretary was much busier than i was,i hope she was not too busy she typed all the letters phoned all the
clients and she completed all of the reports,and what about you I am sure you worked at something
no mostly i just watched my secretary work all day,john where were you it is so late I am sorry i missed the bus
i cooked all your favorite foods for dinner,and i waited for two hours i know I am sorry i walked from my office
all the way here i was so worried about you i tried to call here,but nobody answered the phone sorry i was in the shower
hi tom hi susan come in was there a lot of traffic no there,was not but it started to rain about 10 minutes ago
well I am happy you are here i fixed lots of delicious food,we are happy you invited us for dinner my pleasure
but i burned the chicken i smelled it when we walked in tom do not,complain it was very nice of her to invite us for dinner
hey i remember you we were in the same school,no we weren't i did not go to school here no i meant in japan my parents sent me
there when i was young I am sorry i forgot how long did you stay,in japan about 10 years after i finished
school there i taught english wow that's great every time i spoke,english to the japanese people they did not understand me
did you come back to america after you finished school,yes i did i came back here as soon as i graduated
down great game you played really well today,thanks I am surprised i scored that many points were you on the tennis team at
your university no i was not i wanted to play but,i was too busy with my studies well you moved really fast on the court today
you weren't so bad yourself okay bye,congratulations tom i hear you opened your own business
was it difficult yes it was i saved my money for five years and,invested it all it looks like you succeeded i always
believed you could do it that's so nice of you to say,hey i hear you move to this part of town yes and the last time we talked
i asked you for a job are you still interested,i sure am well welcome to the company mark why were you so quiet in the
meeting i was not in a very good mood this,morning why what happened the bank called me
this morning and told me they blocked my credit card,what were you deep in debt with them no i was not the manager said
they accidentally billed me twice for the same month,was he impolite to you no he was not he was very nice
but they corrected the problem right yes finally they blamed it on a,computer error hurry up all of the other passengers
have boarded the plane already i cannot find the tickets or,i think maybe i packed them in the blue suitcase
you mean the suitcase that we checked in at the counter I am sure,they weren't in that one wait a minute were they in this carry-on yes
they were i hope you still have them here they are they were pushed down to,the bottom great come on let's go
dill i loved the cookies you baked thanks i was not sure if anybody liked,them what do you mean they were delicious
i added extra chocolate chips everybody liked them were they difficult,to make no they weren't it was an old recipe
from my grandmother hey what was wrong with bill yesterday,he acted so strangely all day his boss was angry at him
why a customer contacted bill's boss and complained about bill really,was it about something important no it was not
important was the problem cleared up yes it was bill apologized and the,customer calmed down what happened to you i crashed my
car into a tree were you hurt badly no i was not,was it your fault no it was not there was a problem with the tires on my
car well i hope you claimed it with your,insurance company yes i did they accepted
all of the responsibility ow,did i tell you what i did yesterday no you did not what'd you do yesterday
i had lunch at a new restaurant how was it i never found out,what do you mean you never found out well i ordered my
food and then and then i remembered i forgot my money,no way so what'd you do i told the waitress to cancel my order
was she angry not at all in fact she offered to buy me lunch that's nice,you accepted her offer no i felt embarrassed so
i left honey i want you to go to the,supermarket and get some things what right now yes
now write it down so you do not forget anything,okay what do you want get a couple of carrots
some tomatoes and a kill of potatoes fine is there anything else you want,yes get a quarter kilo of cheese okay i'll get those things for you
do you have any money yes here you are before i forget do we have any milk,yeah there's a little bit in the fridge okay you may go now
um excuse me where can i find the tomatoes,they are over there thanks by the way
i also need carrots green beans peas and an onion,they are all next to the tomatoes thanks
hello is there anything i can do for you yes i need a carrot an onion,and a tomato here you are anything else yes
i also need a cucumber and a head of lettuce,i'll get this so what else do we need we need a
kingdom of green beans two kilos of peas several,onions and many chilies i know where we can get the peas beans
and onions but I am not sure about the chilis that's,okay i'll get the chilies later how many
chilies do you need exactly uh about 20 to 30.,wow that's going to be hot no I am not going to use them all
what can i get you today i need some milk,how much milk do you need um i need about
two liters anything else yes i also want a half,kilo of cheese okay anything else yes i
also need a carton of yogurt and a kilo of strawberry ice cream,i'll get those for you hello mr bradberry what will it be today
hi neal um let's see i need a loaf of french bread and a slice of,pizza to go do you need anything else um my wife
wants some roast beef and some cheese we have many different,kinds of cheese what kind of cheese does she want uh she
likes swiss cheese fine,how much do you want a lot she said get about four kilograms
no problem does she want anything else a kilo of coleslaw a half kilo of potato,salad and a third kilo of macaroni salad
wait a minute i'll get those for you I am going to the supermarket to get some,fruit for our picnic what should i get well let's see
get some apples some oranges pears and bananas,okay i'll do that anything else um yeah you might want to get a
watermelon or some cantaloupes if they have any,do we need some grapes yeah that's an excellent idea please get some grapes
maybe about a kilo see you soon bye bye,let's make some seafood soup do we have any clams or shrimp
clams or shrimp no we do not have any we used it for seafood,pizza yesterday that's right what about
lobster or fish do we have any how much do you need well let's see,i need about one kilo of lobster and two kilos of snapper we do not have
any lobster or snapper let's have a barbecue instead,nope we do not have any steaks what about hot dogs sure
